time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
26.110594,0.0650,-0.0654,-0.0571,0.108
26.111675,0.0633,-0.0635,-0.0571,0.106
26.111912,0.0612,-0.0614,-0.0572,0.104
26.112148,0.0586,-0.0595,-0.0572,0.101
26.112405,0.0556,-0.0582,-0.0572,0.099
26.112645,0.0523,-0.0572,-0.0573,0.096
26.119827,-0.0088,0.0058,0.0552,0.056
26.129701,-0.0626,0.0039,0.0887,0.109
26.139988,-0.1018,0.0113,0.1294,0.165
26.149403,-0.1475,0.0354,0.1581,0.219
26.159252,-0.1353,0.0331,0.1126,0.179
26.170492,-0.0603,0.0597,0.0552,0.101
26.180149,-0.0208,0.0578,0.0169,0.064
26.193133,0.0096,0.0515,-0.1029,0.115
26.200356,0.0016,0.0212,-0.1436,0.145
26.213137,-0.0253,-0.0067,-0.1077,0.111
26.229169,-0.0522,0.0017,-0.0263,0.058
26.230477,-0.1027,0.0481,0.0599,0.128
26.239906,-0.1312,0.0583,0.1174,0.185
26.249697,-0.1302,0.0588,0.1174,0.185
26.261938,-0.1027,0.1257,0.1006,0.191
26.272139,-0.0149,0.0987,0.0432,0.109
26.280485,0.0484,0.0186,0.0336,0.062
26.291167,0.0768,-0.0089,0.0264,0.082
26.299464,0.0541,-0.0244,0.0240,0.064
26.314936,-0.0029,-0.0180,0.0001,0.018
26.323569,-0.0051,-0.0182,0.0001,0.019
26.330706,-0.0767,0.0200,0.0312,0.085
26.340623,-0.1005,0.0993,0.0264,0.144
26.349793,-0.1071,0.1520,0.0815,0.203
26.360879,-0.1012,0.1491,0.0336,0.183
26.371114,-0.0538,0.0981,0.0527,0.124
26.379484,-0.0945,0.0613,0.0336,0.118
26.389790,-0.0723,0.0390,0.0049,0.082
26.399942,-0.0714,0.0166,0.0432,0.085
26.411734,-0.1014,0.0258,0.0671,0.124
26.427624,-0.1000,0.0256,0.0671,0.123
26.476898,0.0401,0.0447,0.0097,0.061
26.478671,0.0410,0.0450,0.0097,0.062
26.478911,0.0411,0.0451,0.0097,0.062
26.479177,0.0406,0.0453,0.0097,0.062
26.479500,0.0396,0.0454,0.0097,0.061
26.479829,-0.0477,-0.1099,0.1150,0.166
26.489760,-0.0342,-0.1952,0.0791,0.213
26.503389,-0.0346,-0.1934,0.0791,0.212
26.514876,0.0607,-0.3641,-0.0071,0.369
26.519804,0.0600,-0.3563,-0.0072,0.361
26.529587,0.1728,-0.4081,-0.0815,0.451
26.539724,0.1688,-0.3914,-0.0815,0.434
26.549512,0.2498,-0.1522,0.1219,0.317
26.559045,0.2481,0.1384,-0.0098,0.284
26.570309,0.1244,0.3445,0.0333,0.368
26.580369,-0.0985,0.4047,0.0070,0.417
26.590894,-0.1155,0.3444,0.0405,0.365
26.598936,-0.1988,0.1803,0.0046,0.268
26.613223,-0.1569,0.1167,0.1243,0.232
26.619449,-0.1697,0.0053,0.2201,0.278
26.630489,0.1989,0.2559,0.4356,0.543
26.639645,0.0804,0.4529,0.3255,0.563
26.649475,0.2381,0.7205,0.1770,0.779
26.659620,0.0256,0.4592,0.2273,0.513
26.669800,0.0487,0.1848,-0.1103,0.221
26.679999,0.0312,-0.4959,-0.3185,0.590
26.689817,-0.2544,0.0906,-0.0863,0.284
26.699146,0.4748,0.7916,0.4524,1.028
26.716235,0.7229,0.9827,0.1412,1.228
26.720729,0.8502,0.8736,-0.3757,1.276
26.731233,0.6720,0.6238,-0.3776,0.992
26.739580,0.6918,0.3999,-0.4391,0.912
26.748694,0.6726,0.1683,-0.3692,0.785
26.759645,0.6422,0.1578,-0.1819,0.686
26.769763,0.5879,0.2852,0.0462,0.655
26.780201,0.4859,0.4810,0.2217,0.719
26.791918,0.4190,0.6491,0.2488,0.812
26.847389,0.4117,0.3277,-0.1907,0.560
26.848654,0.3866,0.3095,-0.1896,0.530
26.848923,0.3624,0.2899,-0.1884,0.501
26.849183,0.3386,0.2713,-0.1871,0.472
26.849907,0.3154,0.2559,-0.1858,0.447
26.850251,0.3044,0.2219,-0.0146,0.377
26.858489,0.2627,0.3504,0.1279,0.456
26.869117,0.2414,0.3397,0.1291,0.436
26.880087,0.1903,0.3685,0.2046,0.463
26.891097,0.1772,0.2344,0.0646,0.301
26.900459,0.1730,0.1443,-0.0587,0.233
26.914790,0.1608,0.1207,-0.1175,0.233
26.919105,0.1690,0.1612,-0.1093,0.258
26.930040,0.1468,0.2293,-0.0438,0.276
26.940772,0.1016,0.2858,0.0600,0.309
26.950338,0.0911,0.2794,0.0608,0.300
26.959013,0.0865,0.2504,0.1119,0.288
26.969199,0.0854,0.1542,0.0529,0.184
26.979094,0.0854,0.1091,-0.0135,0.139
26.990177,0.0789,0.1297,-0.0272,0.154
26.999179,0.0539,0.1728,-0.0003,0.181
27.010894,0.0657,0.2334,0.0504,0.248
27.018260,0.1092,0.2553,0.0676,0.286
27.030802,0.1220,0.1831,0.0753,0.233
27.038278,0.1187,0.1777,0.0757,0.227
27.048342,0.2063,0.0981,0.0139,0.229
27.058594,0.2602,0.1148,0.0120,0.285
27.069693,0.3111,0.1824,0.0747,0.368
27.078716,0.3560,0.2402,0.0944,0.440
27.090472,0.3752,0.2424,0.1166,0.462
27.098494,0.3880,0.2223,0.0935,0.457
27.107914,0.3968,0.1605,0.0394,0.430
27.119177,0.3562,0.0890,0.0094,0.367
27.128394,0.3627,0.0948,-0.0684,0.381
27.139621,0.3871,0.1538,-0.0816,0.424
27.147826,0.3811,0.2010,-0.0132,0.431
27.159302,0.3644,0.1957,-0.0117,0.414
27.213899,0.4519,0.2444,0.1384,0.532
27.215139,0.4325,0.2368,0.1403,0.513
27.215413,0.4119,0.2287,0.1423,0.492
27.215692,0.3895,0.2210,0.1445,0.471
27.215919,0.3651,0.2148,0.1469,0.448
27.219274,0.4680,0.0421,0.0584,0.474
27.228679,0.4258,0.0717,0.0467,0.434
27.238807,0.3727,0.1136,0.0735,0.397
27.249109,0.3413,0.1170,0.0693,0.367
27.258961,0.3075,0.0506,0.0819,0.322
27.269153,0.2979,-0.0134,0.0730,0.307
27.280650,0.2618,-0.0695,0.0786,0.282
27.290912,0.2349,-0.0959,0.1249,0.283
27.300051,0.1623,-0.0567,0.1689,0.241
27.308363,0.0900,-0.0146,0.1699,0.193
27.318552,0.0539,-0.0039,0.1422,0.152
27.331439,-0.0014,-0.0270,0.1169,0.120
27.339108,-0.0519,-0.1079,0.0775,0.143
27.367399,-0.0809,-0.1574,0.0692,0.190
27.368157,-0.0927,-0.2108,0.1136,0.257
27.368312,-0.1084,-0.2218,0.1722,0.301
27.378799,-0.1160,-0.2168,0.2378,0.342
27.388169,-0.1392,-0.2366,0.2818,0.393
27.397993,-0.1658,-0.2430,0.2632,0.395
27.413549,-0.2004,-0.2865,0.2038,0.405
27.417700,-0.2305,-0.3235,0.1655,0.430
27.428114,-0.2300,-0.3180,0.1126,0.408
27.437323,-0.2497,-0.2849,0.1121,0.395
27.447875,-0.2537,-0.2583,0.1066,0.377
27.458282,-0.2418,-0.2142,0.1440,0.354
27.468358,-0.2337,-0.2086,0.1885,0.366
27.479609,-0.2721,-0.2343,0.1969,0.410
27.488332,-0.2757,-0.2622,0.2171,0.438
27.498178,-0.2925,-0.2778,0.2012,0.451
27.518471,-0.3391,-0.2879,0.1851,0.482
27.519549,-0.3577,-0.2350,0.1975,0.471
27.581022,-0.3697,-0.1505,0.0947,0.410
27.582442,-0.3731,-0.1358,0.0946,0.408
27.582758,-0.3752,-0.1217,0.0944,0.406
27.583044,-0.3757,-0.1079,0.0939,0.402
27.583289,-0.3748,-0.0948,0.0933,0.398
27.583531,-0.3729,-0.0815,0.0925,0.393
27.588810,-0.2987,-0.2636,0.2233,0.457
27.599121,-0.3367,-0.1023,0.1506,0.383
27.618287,-0.3359,0.1376,0.1089,0.379
27.619498,-0.2526,-0.1071,0.2180,0.350
27.634226,-0.2468,-0.3574,0.2052,0.480
27.638686,-0.1403,-0.3316,0.3240,0.484
27.649155,-0.2178,-0.1234,0.3114,0.400
27.658020,-0.2141,0.1288,0.3107,0.399
27.669670,-0.2141,0.1441,0.3104,0.404
27.678550,-0.3868,0.2416,0.0133,0.456
27.689381,-0.3031,0.1639,-0.0423,0.347
27.699165,-0.1399,0.0247,-0.1817,0.231
27.708693,-0.1293,-0.0620,-0.0359,0.148
27.719072,-0.0879,-0.0371,0.1079,0.144
27.733534,-0.1186,0.0899,0.2951,0.331
27.742637,-0.0961,0.2679,0.4252,0.512
27.748801,-0.1539,0.3827,0.4119,0.583
27.760371,-0.1451,0.3660,0.2430,0.463
27.769035,-0.1250,0.2797,0.0025,0.306
27.779088,-0.1489,0.1990,-0.1468,0.289
27.788728,-0.1498,0.1179,-0.1571,0.247
27.798567,-0.1616,0.1786,-0.0906,0.257
27.809108,-0.1746,0.1823,-0.0885,0.267
27.819832,-0.1825,0.3602,0.2702,0.486
27.836090,-0.1423,0.4360,0.3393,0.571
27.837745,-0.2723,0.4018,0.3079,0.575
27.847804,-0.2655,0.3159,0.1449,0.437
27.861545,-0.2654,0.2941,-0.0063,0.396
27.868584,-0.2434,0.3031,-0.0809,0.397
27.878302,-0.2501,0.3335,-0.0861,0.426
27.919359,-0.2736,0.3465,-0.0122,0.442
27.920487,-0.2853,0.3420,-0.0101,0.445
27.920996,-0.2971,0.3367,-0.0080,0.449
27.945036,-0.3184,0.1757,0.1378,0.389
27.946000,-0.3302,0.1709,0.1400,0.397
27.946174,-0.3416,0.1672,0.1421,0.406
27.948925,-0.3831,0.1550,0.0602,0.418
27.957604,-0.4041,0.2083,0.0020,0.455
27.968492,-0.4713,0.2186,-0.0684,0.524
27.976868,-0.4238,0.1781,-0.1082,0.472
27.987682,-0.4261,0.2244,0.0005,0.482
27.997073,-0.4486,0.2680,0.0993,0.532
28.007116,-0.4549,0.2561,0.1714,0.549
28.017157,-0.4494,0.2027,0.2240,0.541
28.030547,-0.4200,0.1903,0.1277,0.479
28.037130,-0.4208,0.2214,0.0624,0.480
28.048092,-0.3819,0.2094,-0.0175,0.436
28.057336,-0.3525,0.2603,-0.0808,0.446
28.068036,-0.3091,0.2914,-0.0841,0.433
28.077119,-0.2852,0.3102,-0.0825,0.429
28.087163,-0.2454,0.3306,-0.0352,0.413
28.097497,-0.2346,0.3071,0.0672,0.392
28.107516,-0.2215,0.3141,0.0523,0.388
28.124754,-0.2733,0.3183,0.0829,0.428
28.127758,-0.2913,0.3219,0.0177,0.435
28.137549,-0.3305,0.2795,-0.0091,0.433
28.147912,-0.3069,0.2536,-0.0840,0.407
28.157778,-0.2950,0.2352,-0.1278,0.398
28.167745,-0.3194,0.2074,-0.1045,0.395
28.178370,-0.3148,0.2014,-0.1052,0.388
28.187239,-0.3124,0.1768,0.0306,0.360
28.197163,-0.2977,0.1909,0.0202,0.354
28.207144,-0.2967,0.1691,0.0289,0.343
28.216816,-0.3098,0.1353,-0.0008,0.338
28.230801,-0.2987,0.1020,-0.0688,0.323
28.236769,-0.2973,0.0283,-0.1272,0.325
28.247521,-0.2893,-0.0037,-0.1377,0.320
28.308974,-0.2121,-0.0062,-0.0260,0.214
28.309934,-0.2071,-0.0078,-0.0268,0.209
28.310253,-0.2089,-0.0084,-0.0265,0.211
28.310509,-0.2101,-0.0094,-0.0262,0.212
28.310755,-0.2113,-0.0108,-0.0260,0.213
28.311002,-0.2119,-0.0125,-0.0258,0.214
28.321038,-0.1643,-0.1077,-0.0688,0.208
28.335378,-0.1405,-0.0760,-0.1454,0.216
28.338348,-0.1402,-0.0393,-0.1693,0.223
28.347905,-0.1490,-0.0028,-0.1215,0.192
28.357945,-0.1142,0.0046,-0.1384,0.180
28.367768,-0.0932,0.0260,-0.1123,0.148
28.379743,-0.0550,0.0321,-0.0647,0.091
28.388672,-0.0238,0.0067,-0.0531,0.059
28.398985,0.0126,-0.0406,-0.0367,0.056
28.408291,0.0250,-0.0473,-0.0490,0.073
28.419910,0.0232,-0.0591,-0.0709,0.095
28.434632,0.0626,-0.0401,-0.1336,0.153
28.437582,0.1215,-0.0524,-0.1556,0.204
28.448827,0.1756,-0.0340,-0.1705,0.247
28.458611,0.2058,-0.0641,-0.1326,0.253
28.469571,0.2502,-0.0903,-0.0971,0.283
28.480171,0.2754,-0.1219,-0.0807,0.312
28.487224,0.3266,-0.1155,-0.0474,0.350
28.497153,0.3461,-0.0972,-0.0859,0.370
28.506770,0.3839,-0.0671,-0.1026,0.403
28.517993,0.3656,-0.0685,-0.1168,0.390
28.530950,0.3681,-0.0656,-0.1548,0.405
28.537316,0.3604,-0.0368,-0.1495,0.392
28.548317,0.3900,-0.0756,-0.1656,0.430
28.557213,0.3924,-0.1029,-0.1073,0.420
28.567778,0.3410,-0.1258,-0.0655,0.369
28.577653,0.3366,-0.1372,-0.0643,0.369
28.588071,0.2094,-0.1297,-0.0342,0.249
28.597200,0.1922,-0.1342,-0.0734,0.246
28.607626,0.1745,-0.1560,-0.1102,0.259
28.620629,0.1641,-0.1588,-0.1038,0.251
28.675091,0.1301,-0.1691,-0.0927,0.233
28.676398,0.1256,-0.1820,-0.0912,0.239
28.676713,0.1220,-0.1947,-0.0899,0.247
28.676979,0.1195,-0.2076,-0.0888,0.255
28.677597,0.1187,-0.2204,-0.0879,0.265
28.677988,0.1099,-0.1734,-0.0825,0.221
28.688844,0.1603,-0.1574,-0.0654,0.234
28.697510,0.1691,-0.2060,-0.1085,0.288
28.708179,0.1754,-0.2183,-0.1088,0.300
28.718217,0.2981,-0.2422,-0.0495,0.387
28.738905,0.3718,-0.2347,-0.0479,0.442
28.740059,0.4707,-0.2248,-0.0633,0.525
28.752854,0.5537,-0.2121,-0.0381,0.594
28.757205,0.5920,-0.2110,-0.0657,0.632
28.768487,0.5996,-0.2219,-0.0646,0.643
28.776498,0.5497,-0.2686,-0.1400,0.628
28.787568,0.5621,-0.2793,-0.1413,0.643
28.797122,0.5979,-0.1212,-0.1690,0.633
28.808329,0.5614,-0.1080,-0.1080,0.582
28.819445,0.5654,-0.0193,-0.0468,0.568
28.827945,0.5572,-0.0206,-0.0454,0.559
28.839307,0.5721,0.0315,0.0018,0.573
28.853814,0.4911,0.0033,0.0372,0.493
28.857498,0.4204,-0.0161,0.0366,0.422
28.867426,0.4249,0.0016,-0.0335,0.426
28.876784,0.4607,-0.0143,-0.1324,0.480
28.888333,0.4531,-0.0212,-0.1306,0.472
28.896702,0.5744,-0.0404,-0.1287,0.590
28.906745,0.6059,-0.0957,-0.0810,0.619
28.917121,0.5950,-0.1032,-0.0786,0.609
28.928098,0.6591,-0.1678,0.0798,0.685
28.938835,0.6842,-0.1932,0.0252,0.711
28.954330,0.6239,-0.2494,0.0067,0.672
28.957497,0.5601,-0.2472,0.0195,0.612
28.969077,0.4740,-0.2632,-0.0514,0.545
28.976634,0.4422,-0.2568,-0.0982,0.521
28.989822,0.4146,-0.3048,-0.1665,0.541
29.042136,0.2539,-0.3953,-0.1411,0.491
29.043303,0.2351,-0.3962,-0.1375,0.481
29.043590,0.2174,-0.3966,-0.1341,0.472
29.043996,0.2010,-0.3962,-0.1310,0.463
29.044273,0.1853,-0.3951,-0.1280,0.455
29.047474,0.1269,-0.4456,0.0783,0.470
29.056725,0.0719,-0.4831,0.1048,0.500
29.066396,0.0012,-0.5435,0.0928,0.551
29.076607,-0.0345,-0.5590,0.0659,0.564
29.087460,-0.0455,-0.5513,0.0675,0.557
29.096848,-0.1744,-0.5167,-0.0534,0.548
29.107067,-0.1814,-0.5084,-0.0526,0.542
29.116599,-0.1935,-0.4663,-0.0642,0.509
29.126974,-0.2275,-0.4919,0.0220,0.542
29.138523,-0.2612,-0.4809,0.0333,0.548
29.165099,-0.2542,-0.4744,0.0562,0.541
29.165950,-0.2716,-0.4458,0.0834,0.529
29.168630,-0.2556,-0.4070,0.0478,0.483
29.176654,-0.2473,-0.3535,-0.0240,0.432
29.187782,-0.2468,-0.2569,-0.0124,0.357
29.197740,-0.2401,-0.2309,-0.0848,0.344
29.206586,-0.2343,-0.2038,-0.0736,0.319
29.216410,-0.2704,-0.1923,-0.0768,0.341
29.227567,-0.2811,-0.2176,-0.0396,0.358
29.238921,-0.3015,-0.2169,-0.0458,0.374
29.251779,-0.2699,-0.2017,-0.0189,0.337
29.256338,-0.2227,-0.1721,-0.0232,0.282
29.266972,-0.2059,-0.1120,-0.0060,0.234
29.277075,-0.1788,-0.0334,-0.0464,0.188
29.287328,-0.1488,-0.0212,-0.0244,0.152
29.299403,-0.1141,0.0017,-0.0286,0.118
29.307229,-0.0835,-0.0386,-0.0471,0.103
29.316769,-0.0650,-0.0486,-0.0511,0.096
29.328199,-0.0428,-0.0413,-0.0097,0.060
29.340838,0.0016,-0.0406,0.0220,0.046
29.355163,0.0419,-0.0226,0.0441,0.065
29.359280,0.0682,0.0198,0.0374,0.080
29.410985,0.2025,0.0098,0.0116,0.203
29.411683,0.2290,0.0097,0.0073,0.229
29.411943,0.2549,0.0100,0.0033,0.255
29.412203,0.2799,0.0107,-0.0006,0.280
29.412457,0.3034,0.0116,-0.0043,0.304
29.421720,0.4824,0.0129,-0.0529,0.485
29.426612,0.5300,0.0022,-0.0534,0.533
29.435946,0.5778,-0.0251,-0.0416,0.580
29.447581,0.5677,-0.0069,-0.0318,0.569
29.456026,0.5280,-0.0101,-0.0527,0.531
29.466498,0.5190,-0.0060,-0.0516,0.522
29.476331,0.5077,0.0119,-0.0263,0.509
29.486868,0.4825,0.0275,-0.0485,0.486
29.495928,0.4601,0.0334,-0.0392,0.463
29.506149,0.4239,0.0029,-0.0655,0.429
29.521064,0.3666,-0.0420,-0.0341,0.371
29.527050,0.3299,-0.0671,-0.0216,0.337
29.536230,0.2760,-0.0844,-0.0211,0.289
29.546091,0.2079,-0.0912,-0.0086,0.227
29.556808,0.1775,-0.0884,-0.0179,0.199
29.566488,0.1823,-0.1042,-0.0141,0.210
29.577080,0.1334,-0.1078,0.0138,0.172
29.586969,0.1433,-0.1447,0.0298,0.206
29.595869,0.1021,-0.1427,0.0652,0.187
29.607246,0.0842,-0.1927,0.0599,0.219
29.625859,0.0372,-0.2182,0.0810,0.236
29.627024,0.0310,-0.2359,0.0447,0.242
29.640038,0.0059,-0.2313,0.0370,0.234
29.649423,-0.0403,-0.2309,0.0148,0.235
29.656472,-0.0305,-0.2252,-0.0003,0.227
29.667846,-0.0293,-0.2451,-0.0156,0.247
29.677766,-0.0941,-0.2477,0.1125,0.288
29.689456,-0.1368,-0.2256,0.0993,0.282
29.696582,-0.1876,-0.1455,0.1289,0.270
29.706746,-0.2296,-0.0718,0.1222,0.270
29.724878,-0.2559,-0.0311,0.1058,0.279
29.782871,-0.3549,-0.0096,0.0507,0.359
29.784085,-0.3565,0.0029,0.0505,0.360
29.784370,-0.3561,0.0156,0.0499,0.360
29.784620,-0.3542,0.0287,0.0490,0.359
29.784881,-0.3512,0.0420,0.0479,0.357
29.785130,-0.3467,0.0554,0.0466,0.354
29.788492,-0.3914,0.1716,0.1313,0.447
29.796491,-0.4159,0.1608,0.1583,0.473
29.807003,-0.4080,0.1738,0.1565,0.470
29.824711,-0.4542,0.2085,0.1018,0.510
29.826908,-0.4389,0.2601,0.1191,0.524
29.838020,-0.4448,0.3255,0.1053,0.561
29.845949,-0.4167,0.3563,0.1131,0.560
29.856780,-0.3934,0.3617,0.1090,0.545
29.867179,-0.3821,0.3278,0.1218,0.518
29.877316,-0.3710,0.3028,0.1395,0.499
29.889608,-0.3095,0.2971,0.0926,0.439
29.895606,-0.2725,0.2629,0.0745,0.386
29.906333,-0.1928,0.3056,0.0709,0.368
29.926071,-0.0952,0.3796,0.0628,0.396
29.926999,-0.0281,0.3814,0.1052,0.397
29.938628,0.0871,0.4190,0.1074,0.441
29.946633,0.1518,0.4370,0.1099,0.476
29.956355,0.1232,0.3847,0.1296,0.424
29.966164,0.0830,0.3778,0.1305,0.408
29.975749,0.0752,0.4165,0.1387,0.445
29.987567,0.0708,0.4166,0.0873,0.431
29.995339,0.1081,0.4477,0.0576,0.464
30.006493,0.1179,0.4661,0.0712,0.486
30.023751,0.1048,0.4695,0.0850,0.489
30.036432,0.0859,0.4842,0.1397,0.511
30.037462,0.0896,0.4670,0.1803,0.509
30.045794,0.0685,0.4544,0.2089,0.505
30.055849,0.0757,0.4204,0.1491,0.452
30.067400,0.0486,0.4149,0.0870,0.427
30.076440,0.0516,0.3807,-0.0133,0.384
30.086744,0.0198,0.4468,-0.0464,0.450
30.145617,-0.1398,0.5863,0.1434,0.620
30.146740,-0.1446,0.5832,0.1441,0.618
30.146997,-0.1493,0.5788,0.1449,0.615
30.147237,-0.1539,0.5728,0.1457,0.611
30.147485,-0.1579,0.5663,0.1465,0.606
30.147706,-0.1617,0.5597,0.1472,0.601
30.155901,-0.3014,0.5439,0.1670,0.644
30.166087,-0.3833,0.6336,0.1508,0.756
30.176716,-0.4187,0.7492,0.1417,0.870
30.186230,-0.4453,0.7936,0.1516,0.923
30.195543,-0.4800,0.7787,0.0990,0.920
30.205654,-0.4119,0.6420,0.0486,0.764
30.215604,-0.3541,0.5260,0.0172,0.634
30.225141,-0.3114,0.4202,0.0573,0.526
30.240610,-0.3231,0.4408,0.1189,0.559
30.245492,-0.2832,0.6096,0.1539,0.690
30.255958,-0.2541,0.6716,0.1958,0.744
30.265730,-0.2099,0.6877,0.1539,0.735
30.276312,-0.1019,0.6140,0.0592,0.625
30.287758,0.0158,0.4986,-0.0403,0.500
30.296198,0.1352,0.4022,-0.0630,0.429
30.306292,0.2332,0.4101,-0.0064,0.472
30.316676,0.1925,0.4699,0.1222,0.522
30.328461,0.1866,0.5910,0.2198,0.658
30.344310,0.1225,0.6379,0.2122,0.683
30.345734,0.0372,0.5859,0.0752,0.592
30.355757,0.0405,0.5615,-0.0723,0.568
30.367627,0.0446,0.5196,-0.1433,0.541
30.375605,0.0921,0.4776,-0.1927,0.523
30.389702,0.0990,0.5312,-0.0338,0.541
30.395635,0.1105,0.5823,0.0844,0.599
30.407792,0.1074,0.6502,0.2649,0.710
30.416455,0.1881,0.6434,0.2419,0.713
30.427480,0.2278,0.6315,0.1568,0.689
30.441907,0.3052,0.5544,0.0238,0.633
30.445487,0.4397,0.5826,-0.0707,0.733
30.457637,0.5065,0.6540,-0.1460,0.840
30.512756,0.5770,0.8499,0.0134,1.027
30.513775,0.5819,0.8561,0.0126,1.035
30.514099,0.5864,0.8616,0.0119,1.042
30.514354,0.5747,0.8414,0.0140,1.019
30.514586,0.5611,0.8220,0.0164,0.995
30.515735,0.8085,0.4026,-0.0121,0.903
30.525996,0.8495,0.3405,-0.0211,0.915
30.540312,0.8141,0.4309,0.0795,0.925
30.545601,0.7429,0.4351,0.0582,0.863
30.556665,0.7415,0.5230,-0.0035,0.907
30.565461,0.7673,0.6030,-0.0435,0.977
30.575948,0.6998,0.6418,-0.0304,0.950
30.587062,0.6594,0.6080,-0.1224,0.905
30.596402,0.6314,0.5736,-0.0034,0.853
30.608980,0.5267,0.4859,-0.0301,0.717
30.615682,0.4778,0.4531,0.0177,0.659
30.626827,0.4486,0.4442,-0.0420,0.633
30.641161,0.4369,0.4475,0.0087,0.625
30.645578,0.3441,0.4720,0.0742,0.589
30.655288,0.2976,0.4745,0.0705,0.565
30.666804,0.2717,0.4768,0.0743,0.554
30.675887,0.1561,0.4285,0.0663,0.461
30.687086,0.1043,0.3994,0.1375,0.435
30.695935,0.0132,0.4233,0.1348,0.444
30.706591,-0.0880,0.4237,0.0388,0.434
30.716271,-0.2132,0.4860,0.1153,0.543
30.727051,-0.3042,0.4599,-0.0117,0.552
30.745571,-0.3436,0.4549,0.0407,0.572
30.746709,-0.4555,0.3609,-0.0387,0.582
30.760702,-0.5106,0.2978,0.0444,0.593
30.766539,-0.5684,0.2424,0.0913,0.625
30.775581,-0.6120,0.1758,0.1234,0.649
30.785674,-0.6435,0.1696,0.1216,0.676
30.796047,-0.6696,0.1617,0.1719,0.710
30.805436,-0.6473,0.1207,0.1212,0.670
30.815286,-0.6272,0.1112,0.1059,0.646
30.881818,-0.5256,-0.0273,-0.0153,0.527
30.883078,-0.5293,-0.0219,-0.0147,0.530
30.883375,-0.5301,-0.0157,-0.0148,0.531
30.883634,-0.5291,-0.0091,-0.0152,0.529
30.883909,-0.5261,-0.0019,-0.0159,0.526
30.884183,-0.5213,0.0056,-0.0170,0.522
30.887577,-0.4182,-0.0851,0.1730,0.461
30.896558,-0.4169,-0.1397,0.1448,0.463
30.906993,-0.3922,-0.1557,0.0829,0.430
30.915749,-0.3779,-0.1397,0.0446,0.405
30.925913,-0.3407,-0.0851,0.0013,0.351
30.944943,-0.2809,-0.0255,0.0033,0.282
30.946017,-0.1990,0.0605,0.0148,0.209
30.960419,-0.0883,0.1270,0.0144,0.155
30.966165,0.0004,0.1808,0.1434,0.231
30.975017,0.1419,0.2246,0.1240,0.293
30.986679,0.1563,0.2320,0.1214,0.305
30.995928,0.3810,0.2392,0.1165,0.465
31.005850,0.4518,0.2412,0.0974,0.521
31.015331,0.4621,0.2858,0.1095,0.554
31.024983,0.4566,0.3415,0.0094,0.570
31.043883,0.5281,0.2923,0.0437,0.605
31.044990,0.5633,0.1819,-0.0435,0.594
31.055517,0.5673,0.1832,-0.0442,0.598
31.064494,0.7001,0.2268,0.0418,0.737
31.075135,0.6886,0.2797,0.0924,0.749
31.085839,0.6847,0.2791,0.0930,0.745
31.096058,0.7794,0.3756,0.1323,0.875
31.105480,0.8098,0.3945,0.0690,0.903
31.115610,0.8545,0.4004,0.0301,0.944
31.127902,0.8864,0.4219,-0.1017,0.987
31.136437,0.8816,0.4231,-0.0030,0.978
31.148180,0.8329,0.4835,0.1035,0.969
31.162906,0.7963,0.5333,0.0763,0.961
31.165934,0.7312,0.5485,0.2029,0.936
31.175839,0.6922,0.4953,0.1648,0.867
31.187553,0.5891,0.4820,0.1702,0.780
31.252046,0.5241,0.5351,0.1355,0.761
31.253512,0.4911,0.5228,0.1420,0.731
31.253859,0.4557,0.5099,0.1491,0.700
31.254157,0.4187,0.4963,0.1566,0.668
31.254461,0.3804,0.4813,0.1647,0.635
31.254703,0.3415,0.4656,0.1730,0.603
31.257146,0.1513,0.3293,0.2439,0.437
31.266592,0.0707,0.2834,0.2314,0.373
31.279919,0.0001,0.2470,0.2429,0.346
31.288608,-0.1206,0.2490,0.2378,0.365
31.295852,-0.1711,0.2028,0.2854,0.390
31.305092,-0.2592,0.1777,0.3140,0.444
31.316866,-0.3170,0.0678,0.2992,0.441
31.327337,-0.3637,0.0053,0.3179,0.483
31.336547,-0.4687,-0.0647,0.3196,0.571
31.347912,-0.5167,-0.0699,0.3234,0.614
31.359131,-0.5461,-0.0892,0.3317,0.645
31.366404,-0.7069,-0.1014,0.3418,0.792
31.376485,-0.7527,-0.1354,0.3322,0.834
31.389629,-0.7863,-0.1816,0.3245,0.870
31.396742,-0.8290,-0.2327,0.3114,0.916
31.406435,-0.8682,-0.2910,0.3405,0.977
31.415558,-0.8804,-0.3107,0.3450,0.995
31.425761,-0.9401,-0.3320,0.3487,1.056
31.436029,-0.9320,-0.3053,0.3324,1.035
31.447267,-0.9568,-0.3262,0.3058,1.056
31.462188,-0.9615,-0.3328,0.2736,1.054
31.466647,-0.9633,-0.3442,0.3101,1.069
31.475775,-0.9244,-0.3989,0.3124,1.054
31.485778,-0.8883,-0.4777,0.3335,1.062
31.496645,-0.8649,-0.5303,0.3972,1.090
31.506896,-0.8304,-0.5423,0.4008,1.070
31.515834,-0.8191,-0.5616,0.3995,1.070
31.526456,-0.7738,-0.6024,0.3502,1.041
31.535828,-0.7189,-0.6292,0.3296,1.011
31.546743,-0.6718,-0.6974,0.2831,1.009
31.559127,-0.6804,-0.7849,0.2679,1.073
31.570459,-0.6946,-0.8245,0.2793,1.114
