time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.917149,0.5459,0.1723,0.3847,0.690
0.926720,0.3712,0.0749,0.3567,0.520
0.938147,0.4275,0.1033,0.3331,0.552
0.946758,0.4481,0.1155,0.2605,0.531
0.957788,0.4175,0.0599,0.1806,0.459
0.970927,0.2682,0.0175,-0.0037,0.269
0.978157,0.1544,0.1224,-0.1975,0.279
0.987439,0.0178,0.2030,-0.4133,0.461
0.997137,-0.0725,0.2399,-0.5456,0.600
1.007121,-0.1100,0.2132,-0.4739,0.531
1.017463,-0.1448,0.2219,-0.2874,0.391
1.027481,-0.1710,0.1487,-0.1913,0.297
1.037870,-0.1780,0.0692,-0.1460,0.240
1.047070,-0.0898,-0.0421,-0.1497,0.180
1.056885,-0.1045,-0.1263,-0.0443,0.170
1.067129,-0.0680,-0.0955,-0.0884,0.147
1.124223,-0.1994,-0.3188,0.0074,0.376
1.124806,-0.1625,-0.2893,-0.0348,0.334
1.124951,-0.1240,-0.2602,-0.0770,0.298
1.125101,-0.0812,-0.2302,-0.1215,0.273
1.125471,-0.0269,-0.1989,-0.1723,0.265
1.126567,0.3007,-0.1202,-0.2418,0.404
1.136712,0.2681,-0.1426,0.1960,0.361
1.146877,0.2662,-0.1718,0.0991,0.332
1.157288,0.3789,-0.2074,-0.0578,0.436
1.166860,0.3274,-0.2012,-0.0180,0.385
1.177439,-0.0225,-0.2354,0.1217,0.266
1.187283,-0.3681,-0.1831,0.1555,0.440
1.197518,-0.6453,-0.0977,0.0285,0.653
1.207284,-0.9783,0.0176,0.0771,0.981
1.216735,-0.8084,0.1226,-0.2231,0.848
1.226619,-0.6202,0.3787,-0.5855,0.933
1.236750,-0.6231,0.4328,-0.7609,1.075
1.246804,-0.2427,0.4027,-0.5728,0.741
1.256811,-0.0087,0.4715,-0.1669,0.500
1.266746,-0.0441,-0.0310,0.2644,0.270
1.276932,0.2021,-0.2594,0.3360,0.470
1.286482,0.4796,-0.2502,0.4291,0.690
1.296785,0.3684,-0.2121,0.6782,0.800
1.306680,0.0737,-0.1825,0.7784,0.803
1.316288,-0.0339,-0.0132,0.6817,0.683
1.327018,-0.1361,0.0722,0.4895,0.513
1.336697,-0.3888,-0.0383,0.4504,0.596
1.346912,-0.4913,-0.1378,0.0695,0.515
1.356588,-0.8158,-0.0155,0.7912,1.137
1.366877,-0.7067,0.0462,0.1922,0.734
1.376771,-0.5675,0.0721,0.1549,0.593
1.386626,0.0519,-0.3893,0.0572,0.397
1.396663,0.4246,-0.3186,-0.2110,0.571
1.407063,0.7818,-0.0719,-0.4479,0.904
1.416931,0.8813,0.1338,-0.5099,1.027
1.426939,0.7497,0.1520,-0.5344,0.933
1.488410,-0.1937,-0.1332,-1.8630,1.878
1.489989,-0.1049,-0.0635,-1.8999,1.904
1.490284,-0.0222,0.0247,-1.9415,1.942
1.490538,0.0084,0.1331,-1.9839,1.988
1.490979,-0.0059,0.2521,-2.0242,2.040
1.491248,-0.0328,0.3865,-2.0666,2.103
1.497522,-0.1309,-0.0667,0.2471,0.287
1.507393,-0.3687,-0.2194,0.3979,0.585
1.517929,-0.7995,-0.7835,0.6693,1.304
1.528912,-1.7243,-1.6636,0.8197,2.532
1.538987,-1.8165,-1.4802,0.7867,2.472
1.549154,-1.7294,-1.4117,1.1205,2.498
1.559224,-1.1897,-2.8087,3.4780,4.626
1.568388,1.5282,-1.8048,2.6629,3.561
1.578221,3.2605,-0.0644,-2.2886,3.984
1.589202,3.2185,0.6806,-1.2882,3.533
1.598593,1.6714,-0.2070,1.1971,2.066
1.607694,0.5846,-0.8520,1.1245,1.527
1.618161,0.0831,-0.8953,0.8806,1.259
1.628447,0.1779,-0.7255,0.8578,1.137
1.638703,0.4451,0.0909,0.3036,0.546
1.646860,0.4255,0.3330,0.1894,0.572
1.657945,0.5633,0.3004,0.5213,0.824
1.666615,0.5600,0.4262,0.5208,0.875
1.676572,0.8958,0.1065,0.8448,1.236
1.687902,1.2412,-0.0999,0.9380,1.559
1.696746,1.1588,-0.4201,0.9656,1.566
1.706477,1.0582,-0.5180,1.1602,1.654
1.716521,0.8849,-0.4895,1.4576,1.774
1.726419,0.6968,-0.4642,1.6034,1.809
1.736217,1.1379,-0.3010,1.5428,1.941
1.746137,1.2569,-0.6139,1.4037,1.982
1.757059,1.6210,-0.7095,1.9658,2.645
1.766550,1.7427,0.0805,2.7286,3.239
1.776406,1.1099,0.4932,3.0197,3.255
1.788049,0.4505,0.3374,2.4911,2.554
1.797335,0.8387,1.7920,-0.9402,2.191
1.853644,1.1280,-0.1643,0.0721,1.142
1.854222,1.2006,-0.2231,0.0615,1.223
1.854491,1.2574,-0.2436,0.0509,1.282
1.854750,1.2914,-0.2546,0.0445,1.317
1.855015,1.3175,-0.2695,0.0405,1.345
1.858332,1.9744,0.4918,0.6390,2.133
1.867487,2.0035,0.4510,0.6377,2.150
1.878712,1.2559,0.6008,-0.5527,1.498
1.889033,1.2863,0.5565,-0.5532,1.507
1.898561,0.4651,0.5473,-0.8941,1.147
1.907990,0.0123,0.6603,-1.0348,1.228
1.917331,-0.3394,0.7373,-1.1909,1.441
1.928023,-0.2922,0.7080,-1.1957,1.420
1.938070,-0.5986,0.7330,-1.3213,1.625
1.948406,-0.5722,0.8325,-0.9174,1.365
1.957712,-0.1384,0.9230,-0.8536,1.265
1.968198,0.3702,0.9110,-1.0120,1.411
1.976901,0.8493,0.8629,-0.9195,1.520
1.988583,0.9490,0.7338,-0.8448,1.467
1.997079,0.9238,0.9353,-0.4461,1.388
2.007762,0.7893,1.3245,0.3223,1.575
2.017584,1.1041,3.5662,1.0930,3.890
2.026090,1.5914,4.3107,0.9309,4.688
2.036092,0.5215,3.0171,1.3302,3.338
2.045987,-1.5762,0.8762,1.1648,2.147
2.056286,-3.5237,-1.6863,0.4836,3.936
2.066079,-4.6955,-4.2346,-0.7573,6.368
2.076150,-3.6410,-3.6239,-1.8916,5.474
2.086081,-1.7150,-0.3867,-1.6312,2.398
2.096937,-1.1767,0.7215,-0.6497,1.526
2.106577,-1.3192,0.1684,-0.3777,1.382
2.116613,-1.4222,-0.0840,-0.2178,1.441
2.126548,-1.3853,0.0209,0.0409,1.386
2.137352,-1.5166,0.0968,0.1211,1.525
2.147198,-1.9698,0.0448,0.1223,1.974
2.158210,-2.0611,0.1664,0.1967,2.077
2.217157,-2.3384,0.1115,0.4800,2.390
2.218497,-2.3007,0.1219,0.4743,2.352
2.218992,-2.2547,0.1300,0.4684,2.307
2.219422,-2.2136,0.1349,0.4637,2.266
2.219704,-2.1899,0.1385,0.4609,2.242
2.220074,-2.1837,0.1433,0.4596,2.236
2.226941,-1.1783,0.2743,-0.2923,1.245
2.238102,-1.1586,0.3706,-0.2534,1.243
2.247773,-1.4006,0.4777,-0.5536,1.580
2.257437,-1.8752,0.4937,-1.0659,2.213
2.267634,-2.5782,0.3190,-1.5853,3.043
2.280032,-2.9118,0.1788,-1.6989,3.376
2.287024,-2.5737,-0.0852,-1.4622,2.961
2.298455,-2.3449,-0.5535,-1.0191,2.616
2.306801,-1.8437,-0.6128,0.0031,1.943
2.316165,-0.9524,-0.1862,0.5323,1.107
2.327562,-0.6221,-0.0739,0.1377,0.641
2.336891,-0.2009,0.0147,-0.3891,0.438
2.346334,0.4374,0.1234,-0.9415,1.045
2.356530,1.3342,-0.2011,-1.8924,2.324
2.367786,1.4101,-0.8144,-2.5327,3.011
2.380575,1.2753,-1.1761,-2.6643,3.179
2.386738,1.1318,-1.2413,-4.7260,5.016
2.397093,0.7349,-1.2725,-6.1008,6.275
2.407041,-4.0203,-2.5204,1.6443,5.022
2.416718,-4.6903,-2.5455,0.8787,5.408
2.428146,-5.7883,-3.1184,0.5691,6.599
2.436959,-4.2021,-3.7479,1.8862,5.938
2.446263,-2.5456,-3.7293,4.3368,6.261
2.456344,-1.2870,-2.7703,6.7191,7.381
2.466076,-1.0045,-1.2518,7.5639,7.732
2.478477,-1.0554,0.0801,6.2803,6.369
2.486347,-1.0326,0.4168,2.9757,3.177
2.496006,-0.7285,-0.5142,-2.4701,2.626
2.508355,-0.6837,-1.7214,-5.8791,6.164
2.516459,-0.7905,-2.6107,-6.6806,7.216
2.532002,-1.8444,-3.7980,-3.9237,5.764
2.584971,2.6097,-2.0615,3.3074,4.690
2.586393,2.5583,-1.9390,3.3208,4.619
2.586929,2.5054,-1.8122,3.3366,4.549
2.587413,2.4693,-1.7203,3.3490,4.503
2.587882,2.4704,-1.6840,3.3520,4.492
2.588440,-0.0607,-1.8730,-0.6757,1.992
2.597631,-0.3175,-1.6423,-2.5695,3.066
2.609150,-0.2587,-1.6563,-2.5782,3.075
2.617045,-1.0885,-1.2563,-0.8585,1.871
2.627548,-0.2595,-0.8205,0.1936,0.882
2.637216,1.4578,-0.1633,-0.0896,1.470
2.647159,2.3397,0.5172,-0.4553,2.439
2.659262,1.9981,0.5823,-1.0132,2.315
2.666710,1.0468,0.9298,-0.1995,1.414
2.680248,-0.2328,1.2869,0.0096,1.308
2.686313,-1.4334,1.4123,-0.4563,2.063
2.696656,-2.2239,1.2246,-1.1778,2.799
2.707815,-2.8168,0.6392,-1.4385,3.227
2.717397,-2.8199,-0.5257,-1.1160,3.078
2.726491,-1.7596,-1.0357,-0.4518,2.091
2.736164,0.0544,-1.1035,1.6726,2.005
2.748526,1.5738,-0.8907,2.6175,3.181
2.757527,2.0672,-0.8072,3.3821,4.045
2.766902,1.7597,-0.5513,1.9230,2.664
2.781532,0.6870,-0.3082,0.1367,0.765
2.786280,0.0665,-0.0764,-1.2188,1.223
2.798678,0.0021,0.0278,-2.5690,2.569
2.807527,0.3820,0.0604,-2.7368,2.764
2.815846,0.3206,-0.1571,-1.6937,1.731
2.826048,0.7969,-0.1431,-1.2793,1.514
2.836399,0.9183,-0.1798,-0.9436,1.329
2.846555,0.4110,-0.6286,1.8433,1.990
2.855763,0.3305,-0.3978,1.6877,1.765
2.866369,2.8181,-2.4874,3.5976,5.203
2.881023,0.1248,-1.3707,1.3512,1.929
2.886552,-0.4267,-0.3251,0.4670,0.711
2.900762,-0.1378,-0.2540,1.0632,1.102
2.956027,0.2587,-0.5471,0.1547,0.625
2.957826,0.2441,-0.5617,0.1544,0.632
2.958121,0.2291,-0.5572,0.1555,0.622
2.958417,0.2153,-0.5420,0.1573,0.604
2.958683,0.2062,-0.5242,0.1590,0.585
2.959004,0.1817,0.6830,0.5074,0.870
2.967933,0.1747,0.9227,-0.0149,0.939
2.976223,-0.1810,1.0539,-0.4064,1.144
2.985503,-0.5145,1.3219,-1.3002,1.924
3.005903,-1.3966,0.9761,-1.4360,2.228
3.007320,-2.3702,0.7149,-1.2533,2.775
3.016211,-2.4606,0.7577,0.5754,2.638
3.025334,-1.4564,1.1289,2.1590,2.839
3.035614,-1.0912,1.3436,0.8888,1.946
3.045498,-1.2953,1.4122,1.2759,2.302
3.055155,-0.9052,1.2079,0.3078,1.541
3.065477,0.2604,0.8204,0.8616,1.218
3.081554,2.1131,0.6348,0.4991,2.262
3.085168,2.8286,0.3113,0.2059,2.853
3.096264,2.4276,-0.7616,0.3449,2.568
3.105796,1.4339,-0.9013,0.0446,1.694
3.116517,1.5346,0.9336,-3.0555,3.544
3.125856,-0.3642,-1.0472,-0.5698,1.247
3.136645,-0.3271,-3.1616,1.1058,3.365
3.148596,1.1718,-2.8119,-0.0314,3.046
3.155577,1.2046,-2.1691,-1.3116,2.807
3.165327,0.4240,-1.2624,-0.9693,1.647
3.182205,-0.2429,-0.4438,-0.1426,0.526
3.185723,-0.3650,-0.3876,0.1548,0.554
3.199099,-0.1803,-0.6875,-0.0971,0.717
3.205796,-0.6664,-1.0500,-0.7440,1.449
3.216006,-1.0101,-1.3241,-0.7806,1.839
3.226493,-0.9720,-1.4558,-0.4107,1.798
3.236386,-0.5474,-1.0858,-0.0763,1.218
3.247841,-0.1316,-0.6948,0.1979,0.734
3.256918,-0.4727,-0.6129,0.3305,0.842
3.268765,-0.9078,-0.6505,0.1653,1.129
3.325753,-0.2827,2.0087,-0.2537,2.044
3.326894,-0.3151,2.0781,-0.2348,2.115
3.327253,-0.3506,2.1526,-0.2136,2.191
3.327521,-0.3930,2.2450,-0.1866,2.287
3.327768,-0.4394,2.3435,-0.1563,2.389
3.328301,3.2480,1.7219,0.3955,3.697
3.337165,2.1725,-0.4038,-0.3798,2.242
3.345698,0.8431,-1.7713,-1.2935,2.350
3.356492,0.4457,-1.7856,-1.4620,2.350
3.367994,1.3917,-1.3404,-1.7571,2.612
3.382871,1.2465,-0.9326,-0.6058,1.670
3.386092,-1.4933,2.4394,5.0903,5.839
3.396455,0.8103,-0.7435,-4.4586,4.592
3.406962,0.3549,-0.7533,0.4658,0.954
3.416041,0.1674,-0.1319,-0.4370,0.486
3.427290,-0.0069,-0.1812,-0.4263,0.463
3.436353,-1.7904,-0.5150,0.5146,1.933
3.445716,-0.7977,-0.2449,1.1658,1.434
3.455596,-0.6791,-0.4409,0.2475,0.847
3.465613,-0.7047,-0.8889,0.6583,1.312
3.483271,-0.2122,-0.5856,0.3336,0.707
3.485169,-0.0579,-0.3519,0.2142,0.416
3.498836,-0.0275,-0.4279,-0.0572,0.433
3.505839,-0.1239,-0.4810,-0.1158,0.510
3.515426,-0.2194,-0.6059,-0.2534,0.692
3.525073,-0.3211,-0.7325,-0.4175,0.902
3.536536,-0.3896,-0.6476,-0.3211,0.821
3.545903,-0.5186,-0.2535,-0.5190,0.776
3.555834,0.7622,-5.4971,-1.5181,5.754
3.566104,3.3427,-3.9645,-3.5022,6.258
3.584594,2.1674,1.0433,-0.8317,2.545
3.585873,-0.6201,0.0933,-0.8013,1.017
3.599132,-0.6881,2.1055,-0.3824,2.248
3.605568,-1.1449,2.8066,-0.0390,3.031
3.616556,-1.2599,0.7740,-0.5072,1.563
3.625946,-0.1872,-0.7816,0.0251,0.804
3.639291,-0.3852,-0.0235,0.1259,0.406
3.695463,-0.1158,0.6901,1.3255,1.499
3.696563,-0.0803,0.5388,1.2875,1.398
3.696843,-0.0390,0.4071,1.2549,1.320
3.697103,0.0176,0.2996,1.2260,1.262
3.697627,0.0856,0.2236,1.2021,1.226
3.698292,0.0644,0.8432,0.7524,1.132
3.707219,0.0933,0.6551,0.6312,0.914
3.718238,-0.1190,0.2293,0.6844,0.732
3.726707,-0.1385,0.2096,0.6702,0.716
3.735913,-0.3746,0.0528,0.6375,0.741
3.746181,-0.4571,-0.2619,0.4279,0.679
3.755711,-0.4618,-0.5092,0.3669,0.779
3.764582,-0.2756,-0.5136,0.4161,0.716
3.785022,0.1717,-0.1348,0.2998,0.371
3.786485,0.3593,0.0418,0.2822,0.459
3.796214,0.4104,0.1378,0.2912,0.522
3.805052,0.6975,1.2157,-0.0280,1.402
3.816238,-0.7129,1.3125,-0.6925,1.646
3.824943,-0.5270,0.9663,-0.3546,1.156
3.835271,0.2039,0.8635,0.0736,0.890
3.849142,0.3627,1.0717,-0.2015,1.149
3.855452,0.5624,0.2970,-0.3845,0.743
3.866614,-0.4125,-0.0956,0.6953,0.814
3.874582,-0.3455,1.3240,-0.0570,1.370
3.884972,-0.6788,1.1423,-1.2582,1.830
3.895202,-1.7905,-0.4164,-0.3226,1.866
3.905521,-0.6346,0.4207,0.5245,0.925
3.915321,-0.4274,0.6978,-1.2493,1.493
3.929150,-1.3481,-1.4257,0.9261,2.170
3.935605,-1.3750,-1.4916,0.9168,2.226
3.944179,0.5471,0.0369,0.7405,0.921
3.955850,-1.0529,-2.0328,1.5289,2.753
3.968326,1.1452,0.6240,-0.1507,1.313
3.974649,-1.4603,1.6526,0.4027,2.242
3.984337,-0.4214,-2.3577,1.4109,2.780
4.000882,-0.2279,2.9609,-1.2899,3.238
4.057608,-0.5977,-1.1782,0.0610,1.323
4.058541,-0.6106,-1.2218,0.0565,1.367
4.058751,-0.5762,-1.2548,0.0479,1.382
4.058912,-0.5890,-1.2546,0.0494,1.387
4.059071,-0.5787,-1.2260,0.0520,1.357
4.059266,-0.5765,-1.1922,0.0564,1.325
4.065911,0.9535,2.0878,-0.4462,2.338
4.075127,-1.7272,-1.5376,0.0059,2.312
4.085458,0.8152,-0.0062,-1.4107,1.629
4.095722,-0.5894,-2.1961,-0.9576,2.467
4.104796,0.3587,-2.5999,0.3272,2.645
4.114541,-0.2932,-0.6136,-0.6351,0.931
4.124301,-1.1925,-2.1462,1.1198,2.699
4.134906,-0.6679,-1.9538,1.5313,2.571
4.145535,-0.0555,0.5141,1.5413,1.626
4.156423,-0.2322,1.9223,0.7129,2.063
4.166637,-0.2910,1.8018,0.2903,1.848
4.175285,0.4605,-0.3801,1.7703,1.868
4.185025,0.5515,2.4880,-1.2858,2.854
4.201096,0.2803,0.4366,-0.6018,0.795
4.206052,0.6932,-0.3234,0.5825,0.961
4.216162,0.7444,0.6658,-2.4816,2.675
4.225834,0.4880,-2.2268,0.1334,2.284
4.237569,0.7847,-1.3609,-0.2557,1.592
4.245986,0.5634,-0.5847,-0.7371,1.097
4.255847,-0.0343,-1.6387,0.6216,1.753
4.265619,-0.1389,-1.3050,-0.2704,1.340
4.276691,1.0100,-0.8463,0.7083,1.496
4.285982,0.4035,0.9683,-1.1944,1.590
4.305165,-0.3634,1.2168,-0.2399,1.292
4.306011,-0.3179,0.3982,0.0266,0.510
4.316011,-0.3152,0.3808,0.0234,0.495
4.325581,-0.4480,-0.2182,-0.1818,0.530
4.336014,-0.1130,-0.6204,0.4967,0.803
4.348926,-0.8178,-0.9138,1.4719,1.916
4.356039,-0.4203,1.3460,0.2439,1.431
4.367732,-0.7243,0.5978,-0.5228,1.075
4.377877,-1.4084,-0.5984,0.3248,1.564
4.431560,-0.1535,-0.9684,-1.1975,1.548
4.432395,-0.1188,-1.0129,-1.2076,1.581
4.432723,-0.1054,-1.0630,-1.2157,1.618
4.433438,-0.1038,-1.1205,-1.2232,1.662
4.433935,-0.0824,-1.1728,-1.2318,1.703
4.436445,-0.0260,-0.8425,0.6795,1.083
4.446612,0.2718,-0.3167,1.0230,1.105
4.456616,0.1817,-0.0642,1.1191,1.136
4.465579,-0.0220,0.2782,0.3903,0.480
4.476305,0.1390,-0.2031,0.3174,0.402
4.486392,0.1751,-0.8869,-0.2246,0.931
4.497146,0.3405,-1.4862,-0.1969,1.537
4.509078,0.3524,-0.7882,-0.6000,1.051
4.519931,0.0566,-0.3308,-0.5394,0.635
4.524589,-0.2151,-0.6446,-0.6306,0.927
4.534565,-0.1792,-0.7597,-0.4548,0.903
4.549065,-0.2385,-0.8754,-0.4093,0.995
4.554155,-0.2284,-0.9227,-0.4148,1.037
4.565598,-0.4176,0.4427,0.1177,0.620
4.574666,-0.2682,-0.0238,0.3195,0.418
4.584127,0.0141,-0.6692,0.6678,0.946
4.599829,0.2244,-1.7545,0.6626,1.889
4.604711,0.3131,-2.0793,0.5290,2.168
4.614583,0.1229,-1.6621,-0.0516,1.667
4.624569,0.0780,-1.1485,-0.4995,1.255
4.637695,0.2300,-1.2359,-0.9125,1.553
4.645724,0.6203,-0.3389,0.2101,0.737
4.657101,0.1850,-0.6123,-1.7075,1.823
4.664981,0.5512,-0.7090,2.7849,2.926
4.674644,0.1103,6.0699,-5.1070,7.933
4.685409,-0.9357,-2.2211,1.9268,3.086
4.704746,-0.2911,1.9093,-0.6060,2.024
4.706161,0.0568,1.3746,1.2075,1.830
4.715192,0.0678,1.3618,1.2061,1.820
4.725447,0.2601,0.6938,0.0085,0.741
4.736532,0.2365,-0.0610,-0.3777,0.450
4.747074,0.3189,0.4004,-0.0765,0.518
4.804896,0.1379,0.1845,0.1650,0.283
4.806166,0.1426,0.1830,0.1646,0.284
4.806455,0.1451,0.1829,0.1644,0.286
4.806736,0.1476,0.1829,0.1642,0.287
4.807002,0.1504,0.1824,0.1639,0.288
4.807255,0.1522,0.1812,0.1637,0.288
4.816246,0.5372,0.3099,-0.2098,0.655
4.826465,0.5117,0.3513,-0.1476,0.638
4.836162,0.5452,0.1263,-0.1212,0.573
4.845528,0.5781,0.0192,0.0106,0.578
4.856028,0.3521,-0.0340,0.0779,0.362
4.866519,0.3487,-0.0358,0.0781,0.359
4.875349,0.3209,-0.0775,0.1334,0.356
4.888556,0.0702,-0.0402,0.0402,0.090
4.895478,-0.0133,-0.1180,0.1239,0.172
4.904064,-0.0582,-0.2221,0.1117,0.255
4.915549,-0.1033,-0.2902,0.1854,0.360
4.924705,-0.1033,-0.3506,0.3357,0.496
4.938231,-0.0872,-0.5567,0.3708,0.675
4.944898,-0.2057,-0.5102,0.2766,0.616
4.958939,-0.5446,0.0955,0.0913,0.560
4.967294,-0.6238,-0.1073,-0.6326,0.895
4.974681,-0.1807,0.0868,0.6066,0.639
4.984035,0.0357,0.1603,-0.9102,0.925
4.994428,0.1332,-0.3716,0.7785,0.873
5.004307,0.2760,-0.2611,0.1354,0.403
5.016288,0.3914,-0.0299,0.4003,0.561
5.024111,0.4545,0.0876,0.3421,0.576
5.033844,0.3791,0.2732,0.1596,0.494
5.044850,0.5943,0.2514,-0.2982,0.711
5.055041,-0.2614,0.0735,-0.7220,0.771
5.063689,-0.2538,0.0743,-0.7225,0.769
5.073819,-0.0728,1.0058,-0.5158,1.133
5.087065,0.1829,0.8322,0.5125,0.994
5.093756,-0.8903,1.0707,-0.5694,1.504
5.104469,0.1665,0.7176,-1.1376,1.355
5.170057,-0.1301,0.2194,-0.8921,0.928
5.171998,-0.1170,0.2058,-0.8933,0.924
5.172275,-0.1142,0.1871,-0.8939,0.920
5.172540,-0.1056,0.1699,-0.8949,0.917
5.172814,-0.0939,0.1601,-0.8958,0.915
5.173051,-0.0792,0.1529,-0.8969,0.913
5.175179,-0.2366,0.0441,0.0050,0.241
5.185649,-0.1290,0.1680,-0.3094,0.375
5.195868,-0.0840,0.3114,-0.5491,0.637
5.205910,-0.0147,0.7513,-0.5754,0.946
5.216752,0.0417,0.9957,-0.4937,1.112
5.224672,-0.1276,1.1005,-0.1174,1.114
5.235859,-0.2338,0.9955,0.1470,1.033
5.245207,-0.6256,0.7698,0.6076,1.163
5.255318,-0.7464,0.5520,0.4745,1.043
5.264937,-0.7641,0.5408,0.4753,1.050
5.274746,-0.5559,0.5248,0.3780,0.853
5.288928,-0.4699,0.8098,0.0797,0.940
5.295419,-0.3833,0.5316,-0.2831,0.714
5.304677,-0.3283,0.7585,-0.1864,0.847
5.314719,-0.3410,0.7550,-0.1855,0.849
5.325680,-1.0337,0.0780,-0.0340,1.037
5.335245,-0.6244,0.3133,0.4910,0.854
5.345746,-0.9038,-0.5995,0.2809,1.120
5.355296,-0.1806,-0.4245,0.4417,0.639
5.364485,-0.5873,-0.2987,-0.0319,0.660
5.375501,-1.3070,-1.4953,0.1245,1.990
5.389611,-0.8430,-1.3773,-0.3443,1.651
5.394802,-0.5624,-0.4003,-0.0159,0.690
5.405742,-0.6490,-0.3977,0.2072,0.789
5.416602,-0.6686,-0.3906,0.0519,0.776
5.424387,-0.6228,-0.2765,0.4088,0.795
5.435147,-0.5389,0.0062,0.3298,0.632
5.444799,-0.8901,-0.1005,0.3704,0.969
5.454725,-0.9025,-0.4331,0.1953,1.020
5.464106,-0.3571,-0.1842,0.0392,0.404
5.476643,-0.1458,0.1001,0.1008,0.204
5.531521,-0.5619,-0.0212,-0.0506,0.565
5.532583,-0.5526,-0.0210,-0.0513,0.555
5.532844,-0.5398,-0.0205,-0.0523,0.543
5.533083,-0.5247,-0.0218,-0.0534,0.528
5.533640,-0.5106,-0.0251,-0.0545,0.514
5.535981,-0.4057,1.4945,0.1190,1.553
5.545185,-0.7985,0.1918,0.0674,0.824
5.555031,-0.8229,-0.3889,0.3201,0.965
5.565836,-0.6746,-0.2836,-0.1147,0.741
5.575018,-0.2543,0.4145,0.2020,0.527
5.584742,-0.4507,0.2700,0.1429,0.545
5.597371,-0.0921,0.2684,0.2897,0.406
5.607519,-0.9446,-0.9266,0.0943,1.327
5.615072,-0.3894,-1.0753,-0.2734,1.176
5.624667,-0.0230,-1.4062,-0.1643,1.416
5.635871,-0.1624,-1.6666,-0.6584,1.799
5.644697,0.5230,-1.1402,-0.1661,1.265
5.655276,0.5325,-1.1395,-0.1665,1.269
5.665166,0.7012,-1.1291,0.2116,1.346
5.675154,0.5984,-0.2844,0.9060,1.122
5.684943,0.8486,0.1153,0.6502,1.075
5.695173,0.6246,-0.1200,0.4161,0.760
5.705145,0.4775,0.2234,0.0483,0.529
5.714933,0.1452,0.1395,-0.4871,0.527
5.724065,0.0033,0.2377,-0.5074,0.560
5.734387,-0.0052,0.0012,-0.6329,0.633
5.744695,0.0751,0.7267,-0.5669,0.925
5.755956,-0.1283,0.2527,0.0138,0.284
5.764416,-0.0701,-0.3247,0.2570,0.420
5.775212,0.4545,1.2043,0.5288,1.392
5.786188,0.4851,1.4960,0.9922,1.860
5.795302,-0.4143,-1.0278,0.0453,1.109
5.804896,-0.0043,-1.0392,-0.3700,1.103
5.814747,0.1059,0.0439,-0.9192,0.926
5.825452,-0.8313,-1.3268,-0.5803,1.670
5.835021,0.0340,-1.1856,-0.8472,1.458
5.845902,0.4098,-0.8631,0.2838,0.997
5.900744,0.7658,-0.4580,1.0267,1.360
5.901784,0.7618,-0.4525,1.0271,1.357
5.902043,0.7575,-0.4529,1.0275,1.355
5.902280,0.7529,-0.4567,1.0278,1.353
5.902517,0.7471,-0.4594,1.0282,1.351
5.904659,0.4867,-0.6901,0.1570,0.859
5.916021,0.7952,-0.0162,-0.4963,0.938
5.924748,1.2131,1.0800,-0.4075,1.675
5.935773,1.2143,1.0898,-0.4075,1.682
5.944453,0.3266,-0.1050,-0.3929,0.522
5.957515,0.3222,0.3682,0.0406,0.491
5.963936,0.8051,-0.5173,0.1916,0.976
5.974378,0.5975,-0.1486,-0.1843,0.643
5.984736,1.0156,0.2281,-0.2090,1.062
5.995940,0.7514,-0.0693,-0.2628,0.799
6.003961,0.4018,-0.1566,-0.0389,0.433
6.015455,0.4141,0.0887,-0.0090,0.424
6.024327,-0.1529,0.0042,-0.1706,0.229
6.036936,-0.2964,0.2685,-0.1864,0.441
6.044025,-0.1413,0.2114,-0.2095,0.329
6.054195,-0.3228,-0.3053,-0.2016,0.488
6.063405,-0.0012,0.0444,0.0002,0.044
6.074016,0.1824,-0.0832,0.2595,0.328
6.084053,0.4986,0.8402,0.4400,1.071
6.093667,0.9728,0.8539,0.5990,1.426
6.103737,1.2221,0.2776,0.1309,1.260
6.113717,1.0652,0.1886,0.2018,1.100
6.123625,1.0637,0.2062,0.2178,1.105
6.134428,1.1822,0.1791,-0.2159,1.215
6.143604,1.1805,-0.3959,-0.4076,1.310
6.154287,0.6216,-0.4879,-0.1417,0.803
6.163457,0.4166,-0.0270,-0.0840,0.426
6.173667,0.4267,-0.2160,-0.0189,0.479
6.183525,0.8418,-0.4299,-0.0399,0.946
6.195032,0.6591,-0.7103,0.0591,0.971
6.207789,0.5663,-0.6728,-0.1768,0.897
6.262118,-0.0845,-0.1754,-0.2519,0.318
6.263142,-0.1184,-0.1835,-0.2500,0.332
6.263445,-0.1478,-0.1885,-0.2483,0.345
6.263719,-0.1761,-0.1940,-0.2465,0.360
6.263973,-0.2037,-0.1979,-0.2447,0.375
6.265664,-0.7473,-0.1279,0.2886,0.811
6.274853,-1.0224,0.1421,0.4891,1.142
6.285053,-0.8491,0.3583,0.4165,1.011
6.294790,-0.8648,0.3595,0.4177,1.026
6.309671,-1.0730,0.2667,-0.0963,1.110
6.315258,-1.1378,-0.1428,0.1145,1.152
6.325618,-1.1054,-0.0806,0.1836,1.123
6.336929,-1.0845,-0.2129,0.0442,1.106
6.345740,-1.0702,-0.0050,0.0672,1.072
6.356550,-1.2670,0.2975,0.3794,1.356
