time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000749,0.0263,-0.1423,0.3047,0.337
0.008665,0.2880,-0.0804,0.2129,0.367
0.019193,0.3141,-0.3282,0.2686,0.528
0.028419,0.6137,-0.4609,0.0924,0.773
0.039421,0.9042,-0.4733,-0.3095,1.067
0.048893,0.9619,-0.4003,-0.4553,1.137
0.059181,0.7046,-0.2902,-0.8370,1.132
0.069283,0.5737,-0.2573,-0.4937,0.799
0.078751,0.6880,-0.2029,-0.4604,0.852
0.089057,0.6398,-0.1654,-0.2937,0.723
0.099213,0.4907,-0.1637,-0.2993,0.598
0.109250,0.4356,-0.1559,-0.0138,0.463
0.118895,0.3801,-0.1285,0.3200,0.513
0.129167,0.0593,-0.2592,0.5445,0.606
0.139115,0.0833,-0.2871,0.6330,0.700
0.148903,0.2880,-0.1076,0.4915,0.580
0.159537,0.4768,0.0683,0.0707,0.487
0.169503,0.5043,0.1970,-0.2125,0.582
0.183137,0.4335,0.1934,-0.3271,0.576
0.237947,0.3113,0.2456,-0.8398,0.929
0.238511,0.3108,0.2424,-0.8385,0.927
0.238765,0.3142,0.2425,-0.8400,0.929
0.238908,0.3175,0.2458,-0.8425,0.933
0.239056,0.3208,0.2487,-0.8448,0.937
0.239394,0.4035,0.3157,-0.1431,0.532
0.250201,0.2922,0.1752,-0.1105,0.358
0.259450,0.3817,0.0257,-0.3899,0.546
0.270732,0.4834,0.0497,-0.2049,0.527
0.282191,0.5787,0.1220,0.1734,0.616
0.289440,0.5364,0.1126,0.3565,0.654
0.300659,0.3809,0.0086,0.3787,0.537
0.308953,0.2138,-0.0799,0.1984,0.302
0.319223,0.1645,-0.0866,0.0793,0.202
0.333260,0.2278,-0.0084,-0.0555,0.235
0.340054,0.5127,0.0780,-0.2479,0.575
0.349490,0.6353,0.2035,-0.3792,0.767
0.359370,0.7692,0.3341,-0.5016,0.977
0.369121,0.7766,0.4771,-0.4465,1.015
0.379108,0.5301,0.4605,-0.4878,0.855
0.389515,0.1528,0.2240,-0.5538,0.617
0.405822,0.1800,0.1527,-0.7823,0.817
0.409094,0.1078,0.1869,0.5266,0.569
0.419417,0.0786,0.0503,0.5823,0.590
0.429374,0.0322,0.0298,0.4624,0.464
0.439236,0.3459,0.1182,0.1606,0.399
0.449336,0.7976,0.2438,0.3895,0.921
0.459565,0.7831,0.0297,0.4618,0.910
0.469516,0.7050,-0.2059,0.8166,1.098
73.829364,-0.1324,-0.1859,-0.7564,0.790
73.839634,-0.6300,-0.0871,-0.6512,0.910
73.849275,-0.6471,-0.1008,-0.4447,0.792
73.859603,-0.4757,-0.1066,-0.1841,0.521
73.869223,-0.1576,-0.0563,0.3561,0.393
73.879853,0.1009,0.0610,0.9977,1.005
73.889371,0.3819,0.1456,1.2832,1.347
73.900025,0.7094,-0.1068,0.9682,1.205
73.909291,0.7523,-0.1494,0.6917,1.033
73.919901,0.3319,-0.2164,0.4822,0.624
73.978854,-0.2685,-0.2621,0.3899,0.541
73.979236,-0.2552,-0.2423,0.3841,0.521
73.979349,-0.2556,-0.2331,0.3798,0.514
73.979463,-0.2705,-0.2343,0.3770,0.520
73.979566,-0.2901,-0.2451,0.3774,0.535
73.980645,-0.0559,-0.3828,0.3466,0.519
73.990235,-0.0623,-0.3935,0.3499,0.530
73.999221,0.1455,0.0539,0.0270,0.158
74.009300,0.2840,0.3239,-0.0651,0.436
74.019912,0.3496,0.3430,-0.4150,0.642
74.029445,0.3384,0.3559,-0.5953,0.772
74.040681,0.2162,0.2374,-0.4202,0.529
74.049130,0.0717,0.1661,-0.2587,0.316
74.059271,-0.0954,0.0398,-0.1519,0.184
74.068909,-0.0980,-0.0934,0.1202,0.181
74.079694,-0.1195,-0.0969,0.1169,0.193
74.092260,0.1793,-0.1238,0.4084,0.463
74.100677,0.0803,-0.1478,0.3391,0.379
74.109419,-0.0584,-0.0760,0.0981,0.137
74.119098,0.0774,-0.0309,-0.1184,0.145
74.129047,0.1384,0.0545,-0.1913,0.242
74.139989,0.0934,0.0454,-0.3169,0.334
74.148859,0.0642,-0.0614,-0.2893,0.303
74.159779,-0.1037,-0.1913,0.0286,0.219
74.168926,-0.2191,-0.3700,0.2734,0.510
74.179285,-0.2293,-0.4236,0.3958,0.623
74.188809,-0.3073,-0.4651,0.2863,0.627
74.199382,-0.4840,-0.4779,0.0067,0.680
74.209126,-0.5785,-0.4235,-0.2187,0.750
74.219425,-0.5929,-0.2735,-0.3454,0.739
74.229060,-0.3859,-0.0467,-0.3398,0.516
74.239373,-0.2084,0.1942,-0.0772,0.295
74.248915,-0.0027,0.3414,0.4261,0.546
74.259912,0.1962,0.1880,0.5951,0.654
74.268767,0.1920,0.0500,0.2497,0.319
74.278945,-0.0089,0.0712,-0.1369,0.155
74.340389,-0.4970,-0.2725,-1.5410,1.642
74.340813,-0.5040,-0.2586,-1.5483,1.649
74.341043,-0.5163,-0.2408,-1.5583,1.659
74.341160,-0.5412,-0.2182,-1.5727,1.677
74.341270,-0.5832,-0.1886,-1.5933,1.707
74.341426,-0.6453,-0.1439,-1.6235,1.753
74.350153,-0.2662,0.0386,-0.5781,0.638
74.359484,-0.2106,0.1303,-0.0581,0.254
74.369590,-0.0956,0.2371,0.1115,0.279
74.379598,-0.0330,0.5258,0.3865,0.653
74.390019,-0.1264,0.6076,0.3433,0.709
74.400403,0.1529,0.5430,0.6754,0.880
74.410465,0.1838,0.0467,0.2827,0.340
74.420988,0.1716,-0.5913,-0.5741,0.842
74.430793,-0.1463,-0.8848,-1.0608,1.389
74.443634,-0.4700,-0.6374,-1.1917,1.431
74.450049,-0.6233,0.1101,-0.5440,0.835
74.460594,-0.9497,1.0300,0.4590,1.474
74.470283,-0.9333,1.1761,0.7873,1.695
74.482896,-1.0091,1.0018,0.8567,1.660
74.490915,-1.7988,0.2496,1.2888,2.227
74.500781,-2.0198,-0.1729,1.3805,2.453
74.509817,-1.6865,-0.6221,0.9673,2.041
74.521168,-1.2429,-0.8430,0.3077,1.533
74.531058,-0.5578,-0.9570,-0.4526,1.197
74.541460,0.1513,-0.9877,-1.3297,1.663
74.550488,0.8150,-1.0840,-1.8289,2.277
74.561246,1.2305,-1.0569,-1.9919,2.569
74.570838,1.4605,-0.9298,-1.8690,2.548
74.583421,1.5882,-0.5743,-1.5839,2.315
74.590693,1.5515,-0.2759,-1.3783,2.094
74.600951,1.4872,-0.0268,-0.9526,1.766
74.610510,1.5948,-0.0117,-0.2249,1.611
74.621101,1.2789,-0.3245,0.6587,1.475
74.630610,0.6859,-0.6733,1.2026,1.540
74.641046,0.3981,-0.6598,1.3694,1.571
74.654202,0.2045,-0.2425,1.5403,1.573
74.706947,-0.9246,0.4417,0.9435,1.393
74.707932,-0.9758,0.4382,0.9504,1.431
74.708189,-0.9862,0.4189,0.9546,1.435
74.708442,-0.9622,0.3886,0.9561,1.411
74.708705,-0.9048,0.3522,0.9547,1.362
74.709196,-0.1944,-0.3914,-1.6184,1.676
74.720445,0.8012,-0.1238,-2.1084,2.259
74.729727,1.3402,0.3945,-2.3240,2.712
74.740296,1.4057,0.9261,-2.3542,2.894
74.749170,1.0322,1.1135,-1.6404,2.235
74.760060,0.2713,0.2082,-1.3126,1.356
74.769525,-0.2432,-0.4658,-1.8210,1.895
74.780816,-0.3547,-0.9149,-2.6952,2.868
74.790064,-0.1996,-1.6196,-3.6089,3.961
74.800399,1.3158,-1.3086,-4.0278,4.435
74.810900,2.9031,-0.4358,-3.6942,4.719
74.820173,4.5224,0.5134,-1.6518,4.842
74.830137,4.1422,0.6834,0.3590,4.214
74.841211,2.2227,0.3464,2.1314,3.099
74.849543,1.1930,0.1418,2.1351,2.450
74.861110,0.0422,0.0396,2.1921,2.193
74.870982,-0.8171,-0.0528,1.6231,1.818
74.882012,-1.1823,-0.2103,0.7427,1.412
74.890106,-1.5628,0.0501,0.3335,1.599
74.901013,-2.4002,0.5433,0.6202,2.538
74.910720,-2.3086,0.5919,0.6091,2.460
74.920127,-3.3703,-0.0008,2.5510,4.227
74.930759,-3.2443,-1.2468,2.2060,4.117
74.940380,-2.5758,-1.4984,0.4205,3.009
74.949382,-1.6564,-0.3900,-1.5085,2.274
74.962934,-0.3348,0.7205,-3.1367,3.236
74.970810,1.0779,1.5159,-3.8065,4.237
74.980203,2.3577,1.6596,-2.8133,4.028
74.989595,2.3161,0.2488,0.7091,2.435
75.001496,0.0499,-1.2939,4.2164,4.411
75.012845,-1.8046,-1.9190,6.3812,6.904
75.046526,-2.6501,-1.4306,6.3516,7.029
75.048098,-2.7932,-1.3446,6.3686,7.083
75.048704,-2.9194,-1.2965,6.3848,7.139
75.075297,1.7778,1.1897,2.0518,2.964
75.076101,1.7455,1.1721,2.0553,2.940
75.076435,1.7705,1.1423,2.0509,2.940
75.085562,2.0328,0.4680,0.6588,2.187
75.090713,2.1512,-0.3684,-0.1439,2.187
75.100967,1.5737,-0.9912,-0.0534,1.861
75.111984,0.7768,-1.0739,0.3516,1.371
75.120415,0.1086,-1.3697,0.2378,1.394
75.129558,-0.2437,-1.5832,-0.5323,1.688
75.140512,-0.3667,-1.2621,-1.2234,1.796
75.150962,-0.4800,-0.6365,-1.2107,1.450
75.160395,-0.5752,-0.3840,-1.0308,1.241
75.170429,-0.4029,-0.1382,-1.3578,1.423
75.185045,0.2487,0.2146,-1.4048,1.443
75.189528,0.2518,0.1616,-1.4042,1.436
75.202044,1.0918,0.8016,0.0085,1.355
75.209615,1.2148,0.6566,0.9421,1.672
75.220211,1.4224,0.1836,1.9792,2.444
75.229589,1.3419,-0.2596,2.7926,3.109
75.240314,1.2376,-0.7617,3.0956,3.420
75.250654,1.3034,-0.8280,2.6224,3.043
75.259454,1.3990,-0.6524,1.9837,2.514
75.269491,1.8780,-0.2449,0.6023,1.987
75.285655,2.7320,0.4485,-0.4277,2.801
75.289809,3.5573,0.5637,-0.5257,3.640
75.301172,4.0394,0.4144,-0.3855,4.079
75.310167,3.7699,0.3370,0.2309,3.792
75.321276,2.8806,0.0028,1.1998,3.120
75.332314,1.9103,-0.5987,1.5636,2.540
75.339861,2.1397,-0.6849,1.5955,2.756
75.352283,0.8000,-0.6012,0.5031,1.120
75.359471,1.0086,-0.7138,0.5501,1.353
75.369894,1.1286,-0.5456,-0.7005,1.436
75.387372,0.1987,-0.4990,-2.2513,2.315
75.441523,-1.2337,-0.3521,1.0141,1.635
75.442901,-1.2348,-0.4966,1.0496,1.695
75.443227,-1.2542,-0.6341,1.0824,1.774
75.443506,-1.2718,-0.7648,1.1157,1.857
75.443798,-1.2751,-0.8842,1.1501,1.931
75.444258,-1.2686,-0.9903,1.1837,1.998
75.450124,-0.9858,-0.8108,-1.0385,1.645
75.461252,-1.1698,-0.9742,-1.2147,1.948
75.470867,-1.4215,-1.1303,-1.2285,2.193
75.487604,-1.7825,-1.3608,-0.9235,2.425
75.489641,-1.9494,-1.7756,-0.1016,2.639
75.500267,-1.9279,-2.0280,0.9976,2.971
75.509811,-1.9130,-2.0342,1.0027,2.967
75.521073,-1.9976,-1.8808,1.6322,3.192
75.529424,-1.8790,-1.6775,1.0415,2.726
75.539912,-1.5120,-1.2012,0.3223,1.958
75.550209,-1.0327,-0.5595,-0.2685,1.205
75.566277,-0.4094,-0.0737,-0.5586,0.696
75.569516,0.5563,0.5654,-0.5924,0.990
75.581965,1.3465,1.0495,-0.4439,1.764
75.588549,1.6606,1.3973,-0.1531,2.176
75.599190,1.5567,1.3286,-0.0419,2.047
75.609205,1.2877,0.8691,0.0322,1.554
75.620170,0.7946,0.0590,0.1412,0.809
75.629603,-0.5007,-0.7951,2.3294,2.512
75.642627,-0.1706,-1.0227,0.8933,1.369
75.650881,-0.1191,-0.7873,0.7798,1.114
75.659241,-0.1050,-0.1847,0.8971,0.922
75.670046,0.1292,0.4631,0.2452,0.540
75.686734,0.1392,0.7746,0.0295,0.788
75.689432,0.2666,0.8041,0.0358,0.848
75.699767,0.4527,0.5733,0.0318,0.731
75.708967,0.4015,0.4098,0.0078,0.574
75.720811,0.4776,0.3986,0.2084,0.656
75.729805,0.7284,0.4461,0.4625,0.971
75.739866,1.1104,0.4300,0.4393,1.269
75.756293,1.3585,0.4227,0.2123,1.438
75.809795,0.8505,0.5315,-0.5127,1.126
75.811093,0.8519,0.4994,-0.4989,1.106
75.811374,0.8653,0.4750,-0.4872,1.101
75.811638,0.8842,0.4597,-0.4788,1.106
75.811875,0.9067,0.4504,-0.4727,1.117
75.812153,0.9305,0.4406,-0.4661,1.130
75.820524,-0.1617,-0.6839,-0.0822,0.708
75.831956,-0.3819,-0.8219,-0.1326,0.916
75.841174,-0.3746,-0.8430,-0.1224,0.931
75.849147,-0.1917,-0.7037,-0.1297,0.741
75.859791,0.1683,-0.3348,-0.2075,0.428
75.869464,0.5449,0.2155,-0.1579,0.607
75.879578,0.5393,0.2058,-0.1541,0.597
75.889621,0.8402,0.7610,0.5399,1.256
75.899852,0.8230,0.7514,0.5426,1.239
75.909273,0.4557,0.2490,0.4563,0.691
75.920907,0.1874,0.0287,0.2549,0.318
75.932269,-0.1679,-0.2519,-0.0926,0.317
75.942847,-0.3979,-0.4068,-0.3932,0.692
75.949312,-0.3979,-0.3186,-0.4375,0.672
75.959334,-0.3296,-0.2067,-0.2772,0.478
75.970782,-0.0818,-0.0414,-0.1351,0.163
75.980226,0.1677,0.1799,0.0611,0.253
75.989923,0.3041,0.3033,0.2160,0.481
76.001730,0.4403,0.3306,0.1825,0.580
76.009737,0.4047,0.3381,-0.1612,0.551
76.019791,0.3583,0.2960,-0.6242,0.778
76.029507,0.3403,0.3334,-0.8871,1.007
76.040123,0.3305,0.4139,-0.9785,1.113
76.050975,0.3180,0.3747,-0.8357,0.969
76.060037,0.3486,0.2907,-0.3931,0.600
76.072033,0.3702,0.1717,0.0749,0.415
76.078968,0.3416,0.0223,0.5386,0.638
76.088635,0.2891,-0.2045,0.9345,0.999
76.100654,0.2106,-0.4949,1.1266,1.248
76.110113,0.1429,-0.6406,1.0697,1.255
76.147308,0.1468,-0.6324,0.7938,1.025
76.148584,0.1556,-0.6463,0.8013,1.041
76.148879,0.1768,-0.6583,0.8085,1.057
76.190807,-0.3647,0.5066,-0.6796,0.923
76.191923,-0.3335,0.5009,-0.6748,0.904
76.192234,-0.3037,0.4948,-0.6697,0.886
76.192526,-0.2849,0.4858,-0.6639,0.871
76.192849,-0.3359,0.4123,-0.5091,0.736
76.201822,-0.2531,0.3207,-0.4307,0.594
76.210086,-0.3030,0.3085,-0.3169,0.536
76.220126,-0.2548,0.1832,-0.2758,0.418
76.229048,-0.2056,-0.0077,-0.2843,0.351
76.241743,-0.2507,-0.2286,-0.1844,0.386
76.249243,-0.2708,-0.3961,-0.1650,0.507
76.259889,-0.3041,-0.3726,-0.1465,0.503
76.272418,-0.2205,-0.2876,-0.0594,0.367
76.279161,-0.1722,-0.2521,0.0487,0.309
76.290933,-0.2217,-0.2318,0.1523,0.355
76.301483,-0.2010,-0.3908,0.3167,0.542
76.309351,-0.2056,-0.5187,0.5301,0.770
76.319594,-0.2880,-0.6634,0.4622,0.858
76.331316,-0.4298,-0.7173,0.2977,0.888
76.340921,-0.4507,-0.6878,0.1454,0.835
76.350349,-0.3687,-0.5141,0.0789,0.638
76.359992,-0.3767,-0.5202,0.0814,0.647
76.369950,0.0468,-0.0111,0.1036,0.114
76.379113,0.3273,0.1370,0.1192,0.374
76.389665,0.4757,0.2566,0.2342,0.589
76.401519,0.4558,0.2430,0.2400,0.570
76.410191,0.4061,0.2309,0.3785,0.601
76.421588,0.2123,0.0751,0.1946,0.298
76.428995,0.0106,-0.0367,-0.0728,0.082
76.441279,-0.2172,-0.0912,-0.3671,0.436
76.451896,-0.4993,-0.1403,-0.6072,0.799
76.460094,-0.6810,-0.1475,-0.7962,1.058
76.470518,-0.8370,-0.1554,-0.9132,1.248
76.479847,-0.7573,-0.1317,-0.8193,1.123
76.543292,0.0553,0.1380,0.0821,0.170
76.544602,0.0527,0.1421,0.0797,0.171
76.544968,0.0428,0.1446,0.0776,0.170
76.545252,0.0323,0.1436,0.0773,0.166
76.545542,0.0245,0.1417,0.0777,0.163
76.545824,0.0194,0.1405,0.0779,0.162
76.551212,-0.0333,0.0283,0.1470,0.153
76.559634,-0.1160,-0.0535,0.1296,0.182
76.570098,-0.2416,-0.0292,0.0624,0.251
76.580999,-0.4273,0.0332,0.1297,0.448
76.590824,-0.6095,-0.0312,0.3213,0.690
76.602024,-0.6791,-0.1565,0.4893,0.852
76.609127,-0.6560,-0.4243,0.3666,0.863
76.619208,-0.4719,-0.5620,0.0232,0.734
76.630166,-0.3742,-0.4561,-0.2732,0.650
76.640549,-0.2205,-0.3852,-0.5381,0.698
76.650130,-0.0096,-0.3102,-0.7395,0.802
76.661125,0.1289,0.0020,-0.7882,0.799
76.669781,0.2021,0.1776,-0.7055,0.755
76.680722,0.3215,0.4083,-0.4507,0.688
76.692106,0.3287,0.4702,-0.0877,0.580
76.702316,0.3048,0.4083,0.2475,0.566
76.708762,0.2456,0.2741,0.6442,0.742
76.720544,0.1911,0.1544,0.8430,0.878
76.729255,-0.0017,-0.0483,0.6964,0.698
76.740513,-0.1134,-0.2075,0.4228,0.484
76.752495,-0.0765,-0.1981,0.4212,0.472
76.758974,-0.4752,-0.2345,0.2954,0.607
76.768845,-0.4336,-0.1328,0.2777,0.532
76.779195,-0.3234,-0.2849,0.4283,0.608
76.789452,-0.1438,-0.4503,0.5779,0.747
76.801139,0.0089,-0.4592,0.7183,0.853
76.808528,0.1397,-0.2164,0.6587,0.707
76.818897,0.0212,0.1058,0.5659,0.576
76.828657,-0.1373,0.3496,0.1361,0.399
76.838632,-0.1145,0.3147,0.1574,0.370
76.848938,-0.1589,0.3621,-0.2864,0.488
76.909701,0.0733,-0.4304,0.2743,0.516
76.910999,0.0892,-0.4514,0.2877,0.543
76.911379,0.1129,-0.4659,0.2987,0.565
76.911640,0.1575,-0.4737,0.3088,0.587
76.911944,0.2146,-0.4751,0.3173,0.610
76.912287,0.0251,0.0142,-0.3770,0.378
76.919984,-0.1940,0.4600,0.1220,0.514
76.930534,-0.6079,0.7724,0.7897,1.261
76.940468,-1.1693,0.6473,1.2036,1.799
76.948306,-1.0953,0.6948,1.1911,1.761
76.960076,-0.9917,-0.1097,1.1247,1.503
76.969760,-0.7315,-0.3046,0.9432,1.232
76.979785,-0.4377,-0.4069,0.6624,0.892
76.989856,-0.0878,-0.3515,0.2100,0.419
77.000121,0.0990,0.0239,-0.2321,0.253
77.010377,0.1232,0.5967,-0.7008,0.929
77.020990,0.1479,1.0134,-0.7270,1.256
77.028865,0.2809,1.1586,-0.5435,1.310
77.042816,0.3038,0.8848,-0.1476,0.947
77.049330,0.1850,0.5297,0.3697,0.672
77.058834,-0.0765,0.0737,1.0386,1.044
77.068887,-0.2235,-0.3050,1.3843,1.435
77.079664,-0.2326,-0.2977,1.3788,1.430
77.094028,-0.2442,-0.4363,1.2961,1.389
77.099598,-0.2013,-0.3433,0.8372,0.927
77.109870,-0.1647,-0.2338,0.4084,0.499
77.118738,-0.0923,-0.1383,-0.0013,0.166
77.130103,0.0437,0.2471,-0.4121,0.483
77.140072,-0.0168,0.6943,-0.6576,0.956
77.150237,-0.1883,0.9785,-0.5638,1.145
77.159352,-0.1619,0.7992,-0.3306,0.880
77.172641,0.0375,0.4823,-0.0458,0.486
77.178839,0.1444,0.2517,0.0763,0.300
77.187769,0.1456,0.0665,0.0390,0.165
77.198053,0.1142,-0.1900,0.1210,0.253
77.207948,0.0509,-0.3479,0.3021,0.464
77.272280,-0.0768,-0.0345,0.1160,0.143
77.272790,-0.0928,-0.0514,0.1225,0.162
77.273013,-0.1020,-0.0679,0.1301,0.179
77.273240,-0.1084,-0.0841,0.1380,0.195
77.273437,-0.1135,-0.1001,0.1460,0.210
77.273655,-0.1193,-0.1159,0.1539,0.227
77.278074,0.0054,0.0720,-0.5472,0.552
77.288366,-0.0233,0.1478,-0.5388,0.559
77.298296,-0.0330,0.1550,-0.3325,0.368
77.308859,-0.0735,0.0829,-0.1467,0.184
77.318666,-0.1025,-0.0291,0.1329,0.170
77.328390,-0.0702,-0.1309,0.2205,0.266
77.338171,-0.0407,-0.0482,0.1776,0.188
77.347559,0.0090,0.0528,0.0884,0.103
77.357897,-0.0410,0.1414,-0.0055,0.147
77.368353,-0.1474,0.2027,0.0001,0.251
77.378918,-0.1899,0.1939,0.0549,0.277
77.388167,-0.2502,0.1405,0.0912,0.301
77.398183,-0.1608,0.1566,0.1158,0.253
77.408397,-0.0778,0.0897,0.1139,0.165
77.419968,-0.1124,-0.0926,0.0640,0.159
77.429252,-0.1438,-0.1837,-0.0368,0.236
77.440642,-0.0391,-0.0642,-0.2868,0.296
77.449164,0.1429,0.2078,-0.5015,0.561
77.458371,0.2734,0.3917,-0.4661,0.667
77.469837,0.4045,0.4773,-0.3598,0.722
77.478920,0.3781,0.5232,-0.1650,0.666
77.488356,0.3511,0.5155,-0.1643,0.645
77.498749,0.2039,0.2519,0.4201,0.531
77.510433,0.0674,0.0586,0.6404,0.647
77.518800,0.0438,0.0531,0.6405,0.644
77.529385,0.0133,-0.1507,0.7370,0.752
77.538411,-0.0323,-0.1594,0.5852,0.607
77.548112,0.0213,0.0074,0.2822,0.283
77.559921,-0.0394,0.2262,-0.0021,0.230
77.570991,-0.1048,0.3609,-0.0216,0.376
77.581664,-0.1063,0.4016,-0.0495,0.418
77.636388,-0.1819,0.2684,-0.1331,0.350
77.637520,-0.1765,0.2746,-0.1360,0.354
77.637848,-0.1742,0.2814,-0.1397,0.359
77.638113,-0.1753,0.2876,-0.1434,0.366
77.638373,-0.1808,0.2923,-0.1469,0.374
77.642503,-0.2992,0.1317,0.3484,0.478
77.649743,-0.1726,0.1553,0.3003,0.380
77.658268,-0.1892,0.1490,0.3018,0.386
77.671072,0.0679,0.3131,-0.1505,0.354
77.681343,0.0709,0.4467,-0.0980,0.463
77.692021,0.0171,0.4155,0.1708,0.450
77.697394,-0.0676,0.0965,0.4614,0.476
77.708984,-0.1379,-0.2495,0.6626,0.721
77.717864,-0.1352,-0.3919,0.6703,0.788
77.729044,-0.2001,-0.4852,0.4761,0.709
77.740789,-0.2988,-0.5240,0.2545,0.655
77.748878,-0.2215,-0.4611,0.0446,0.513
77.758347,-0.1570,-0.3879,-0.1128,0.433
77.767726,-0.1782,-0.4193,-0.1225,0.472
77.777594,-0.1254,-0.3457,-0.0607,0.373
77.793967,-0.0261,-0.2156,0.2128,0.304
77.798602,0.0045,-0.0973,0.3564,0.370
77.808932,0.0629,-0.0530,0.3144,0.325
77.818067,0.2072,0.0556,0.0754,0.227
77.828297,0.2863,0.1808,-0.2291,0.409
77.840944,0.3286,0.3601,-0.5504,0.735
77.850320,0.4241,0.4552,-0.6952,0.933
77.859688,0.4090,0.4174,-0.7017,0.913
77.868297,0.3387,0.2789,-0.7141,0.838
77.878746,0.1757,0.1781,-0.6985,0.742
77.894938,0.0151,0.0340,-0.4255,0.427
77.897377,-0.0689,-0.0597,-0.2735,0.288
77.908074,-0.2580,-0.1454,-0.2018,0.358
77.918115,-0.3706,-0.2120,-0.0870,0.436
77.927552,-0.4569,-0.3031,-0.1666,0.573
77.939034,-0.4033,-0.2890,-0.3430,0.603
78.000981,0.0749,0.3189,-0.8807,0.940
78.002034,0.0560,0.2892,-0.8640,0.913
78.002367,0.0335,0.2604,-0.8481,0.888
78.002792,0.0090,0.2373,-0.8359,0.869
78.003094,-0.0153,0.2197,-0.8270,0.856
78.003346,-0.0374,0.2075,-0.8212,0.848
78.008358,0.2150,0.2596,0.1400,0.365
78.018226,0.0592,0.0389,0.2026,0.215
78.028440,-0.1065,-0.0442,0.0201,0.117
78.040824,-0.2496,-0.0507,-0.1532,0.297
78.049108,-0.2446,-0.0625,-0.1451,0.291
78.057208,-0.1882,-0.1317,-0.4637,0.517
78.068236,-0.1904,-0.1462,-0.4544,0.514
78.078735,0.2485,0.2131,-0.5572,0.646
78.094721,0.3220,0.3116,-0.3853,0.591
78.098516,0.3169,0.2033,-0.0810,0.385
78.108475,0.2366,0.0661,0.0316,0.248
78.117999,0.0990,-0.0100,0.0744,0.124
78.128761,0.0430,-0.0302,0.0057,0.053
78.139983,-0.0372,-0.0330,-0.1060,0.117
78.148113,-0.1286,-0.0882,-0.1121,0.192
78.160320,-0.0882,-0.1969,-0.1669,0.273
78.168404,-0.0133,-0.1999,-0.2972,0.358
78.177184,-0.0070,-0.1760,-0.2390,0.297
78.195799,0.0749,-0.1881,-0.1631,0.260
78.197961,0.2812,0.0334,-0.1768,0.334
78.208315,0.3936,0.2624,-0.1811,0.507
78.218176,0.4790,0.3268,-0.1330,0.595
78.228385,0.5438,0.2198,-0.0328,0.587
78.240442,0.4976,0.1145,0.0737,0.516
78.249160,0.3409,0.0683,0.0358,0.350
78.260934,0.1818,0.0978,0.0403,0.210
78.267260,0.0376,-0.0300,0.1604,0.167
78.279212,-0.0705,-0.1603,0.2734,0.325
78.295795,-0.0401,-0.2769,0.2790,0.395
78.297600,0.0117,-0.1773,0.1565,0.237
78.313753,0.1245,0.0113,-0.0774,0.147
78.369504,0.2772,0.1320,-0.1742,0.353
78.370895,0.2726,0.1268,-0.1712,0.346
78.371202,0.2689,0.1245,-0.1700,0.342
78.372240,0.2671,0.1246,-0.1702,0.340
78.372514,0.2676,0.1267,-0.1715,0.342
78.372766,0.2671,0.1290,-0.1731,0.343
78.378102,-0.0182,-0.2354,0.2898,0.374
78.389705,-0.0027,-0.2849,0.4016,0.492
78.398667,0.0768,-0.2227,0.3222,0.399
78.407901,0.2211,-0.0246,0.0972,0.243
78.417866,0.2443,0.0773,-0.1106,0.279
78.430413,0.2474,0.1193,-0.0933,0.290
78.441828,0.1880,0.1146,0.0358,0.223
78.447497,0.2077,0.1557,-0.0364,0.262
78.457955,0.2126,0.2329,-0.1503,0.349
78.467918,0.1692,0.1988,-0.1988,0.328
78.480571,0.0831,0.1485,-0.2189,0.277
78.497388,0.0534,0.1018,-0.2733,0.296
78.502291,-0.0119,0.0905,-0.1947,0.215
78.512657,-0.0299,0.0280,0.0359,0.054
78.520240,-0.1235,-0.0905,0.3517,0.384
78.529482,-0.1474,-0.2134,0.4853,0.550
78.541342,-0.1249,-0.1512,0.4166,0.460
78.548826,-0.0157,0.0649,0.1599,0.173
78.556917,0.0597,0.1959,-0.0432,0.209
78.566889,0.0800,0.1974,-0.1145,0.242
78.579365,0.0400,0.1027,0.0881,0.141
78.587250,-0.0368,0.0241,0.3183,0.321
78.598001,-0.1636,-0.0315,0.5034,0.530
78.607880,-0.2103,-0.1207,0.4866,0.544
78.617679,-0.1948,-0.1665,0.3754,0.455
78.628421,-0.1496,-0.1360,0.2502,0.322
78.640538,-0.0095,-0.0207,0.1315,0.133
78.647996,0.0629,0.1180,0.0214,0.135
78.657071,0.0601,0.1430,0.1068,0.188
78.670294,-0.0096,0.0951,0.2920,0.307
78.678931,-0.0640,0.0455,0.3762,0.384
78.698177,-0.0977,0.0094,0.3557,0.369
78.743517,-0.0777,-0.1291,-0.0681,0.165
78.744595,-0.0737,-0.1306,-0.0668,0.164
78.744879,-0.0706,-0.1329,-0.0650,0.164
78.745149,-0.0704,-0.1349,-0.0636,0.165
78.745398,-0.0737,-0.1380,-0.0618,0.168
78.746967,0.1862,0.1284,-0.0523,0.232
78.757012,0.2824,0.2334,0.0295,0.368
78.766684,0.2992,0.2235,0.1734,0.412
78.777162,0.2219,0.1619,0.3840,0.472
78.786251,0.1828,0.0081,0.5651,0.594
78.796884,0.1273,-0.0860,0.4833,0.507
78.814207,0.0541,-0.0467,0.3015,0.310
78.816880,0.0154,0.0402,0.1155,0.123
78.827282,0.0262,0.1474,-0.1415,0.206
