time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
202.467580,0.2157,0.1915,0.1015,0.306
202.478039,0.2411,0.1968,0.0141,0.312
202.493837,0.2634,0.2119,0.0102,0.338
202.498112,0.3422,0.2294,-0.0848,0.421
202.508211,0.3433,0.2371,-0.0338,0.419
202.518654,0.3912,0.2804,0.0193,0.482
202.528072,0.4251,0.2729,0.0533,0.508
202.539413,0.4859,0.2693,0.1279,0.570
202.548218,0.5448,0.3058,0.0685,0.628
202.558261,0.5746,0.3061,0.1431,0.667
202.568004,0.6085,0.3353,0.1006,0.702
202.578860,0.6432,0.3407,0.1110,0.736
202.590169,0.6925,0.3581,0.0929,0.785
202.598091,0.7011,0.3490,0.0919,0.789
202.609013,0.7211,0.4069,-0.0428,0.829
202.619793,0.7433,0.4066,-0.1221,0.856
202.629048,0.7437,0.3960,-0.1221,0.851
202.639773,0.7699,0.4107,-0.2486,0.907
202.649490,0.7645,0.3980,-0.2479,0.897
202.706718,0.7743,0.3271,-0.2299,0.871
202.707878,0.7618,0.3128,-0.2282,0.855
202.708139,0.7189,0.2887,-0.2226,0.806
202.708405,0.6745,0.2655,-0.2166,0.757
202.708664,0.6521,0.2505,-0.2134,0.730
202.708952,0.5602,0.2088,-0.0275,0.598
202.718955,0.4834,0.1764,-0.0517,0.517
202.729715,0.4002,0.1490,-0.0727,0.433
202.741471,0.3615,0.1377,-0.0021,0.387
202.749431,0.2959,0.0952,-0.0817,0.321
202.758116,0.2220,0.0668,0.0166,0.232
202.768132,0.1440,0.0407,0.0604,0.161
202.780338,0.0744,0.0199,0.1262,0.148
202.789545,-0.0155,-0.0061,0.3121,0.313
202.798333,-0.0968,-0.0443,0.3501,0.366
202.807552,-0.1905,-0.0712,0.4316,0.477
202.818780,-0.2405,-0.0889,0.4415,0.511
202.828664,-0.3558,-0.1783,0.4465,0.598
202.838671,-0.4131,-0.2535,0.4249,0.645
202.848307,-0.4662,-0.2922,0.3716,0.664
202.858172,-0.5081,-0.3424,0.4158,0.740
202.869224,-0.5359,-0.3442,0.3778,0.741
202.882068,-0.5441,-0.3690,0.4322,0.787
202.888071,-0.5560,-0.3241,0.5045,0.818
202.898510,-0.5915,-0.3386,0.4843,0.836
202.908929,-0.5990,-0.3388,0.5202,0.863
202.919116,-0.5620,-0.3368,0.5022,0.826
202.929941,-0.5354,-0.3661,0.4876,0.811
202.939085,-0.5215,-0.3862,0.4453,0.787
202.949085,-0.4659,-0.4087,0.4108,0.744
202.958473,-0.4331,-0.4381,0.4111,0.741
202.969387,-0.3615,-0.4598,0.3625,0.688
202.982826,-0.2777,-0.4858,0.4278,0.704
202.994255,-0.2040,-0.4852,0.4231,0.675
202.999219,-0.1167,-0.4580,0.3722,0.602
203.008611,-0.0634,-0.4814,0.4265,0.646
203.022491,-0.0162,-0.4953,0.4187,0.649
203.076340,0.1146,-0.6174,0.1814,0.654
203.077611,0.1591,-0.6324,0.1746,0.675
203.077894,0.1997,-0.6475,0.1687,0.698
203.078158,0.2361,-0.6627,0.1638,0.722
203.078448,0.2672,-0.6775,0.1598,0.746
203.081314,0.2323,-0.7679,-0.3196,0.864
203.089905,0.2556,-0.7544,-0.4744,0.927
203.099063,0.2159,-0.7688,-0.5106,0.948
203.109077,0.1858,-0.7722,-0.5265,0.953
203.119658,0.1600,-0.7887,-0.5266,0.962
203.129472,0.1504,-0.7850,-0.4895,0.937
203.138283,0.1195,-0.8403,-0.4435,0.958
203.148873,0.0887,-0.8583,-0.4369,0.967
203.158294,0.0317,-0.9607,-0.2924,1.005
203.168873,-0.0319,-0.9912,-0.1633,1.005
203.183375,-0.0967,-1.0282,-0.0282,1.033
203.188746,-0.1345,-1.0357,0.1179,1.051
203.198059,-0.2455,-1.0375,0.3177,1.112
203.207414,-0.3451,-1.0283,0.4107,1.160
203.218163,-0.4727,-1.0086,0.5044,1.223
203.228077,-0.5378,-1.0221,0.5195,1.266
203.238439,-0.6787,-0.9934,0.5876,1.339
203.248084,-0.7865,-1.0139,0.6176,1.424
203.259218,-0.8891,-1.0279,0.5278,1.458
203.269119,-0.9940,-1.0304,0.5139,1.521
203.281590,-1.0632,-1.0449,0.5034,1.573
203.289113,-1.1348,-1.0352,0.4986,1.615
203.300780,-1.2061,-1.0394,0.4586,1.657
203.314965,-1.2595,-1.0141,0.4739,1.685
203.317962,-1.3161,-0.9959,0.4439,1.709
203.328531,-1.3401,-0.9508,0.4326,1.699
203.338157,-1.3719,-0.9872,0.4525,1.750
203.348576,-1.3423,-0.9877,0.3912,1.712
203.359989,-1.2947,-1.0022,0.4187,1.690
203.367689,-1.2653,-1.0166,0.4131,1.675
203.378069,-1.2028,-1.0567,0.4196,1.655
203.415515,-1.1459,-1.0458,0.4629,1.619
203.416834,-1.0951,-1.0581,0.4523,1.589
203.417408,-1.0382,-1.0697,0.4406,1.554
203.445403,-0.7861,-1.0950,0.3564,1.394
203.446765,-0.7227,-1.1053,0.3438,1.365
203.447455,-0.6572,-1.1155,0.3312,1.336
203.450872,-0.5381,-1.1273,0.2518,1.274
203.459203,-0.4644,-1.1433,0.1368,1.242
203.468832,-0.3630,-1.1869,0.0391,1.242
203.478936,-0.2753,-1.2080,-0.0460,1.240
203.488752,-0.1858,-1.2062,-0.1375,1.228
203.501003,-0.1388,-1.2036,-0.1921,1.227
203.509959,-0.0667,-1.2441,-0.2238,1.266
203.518781,-0.0242,-1.2515,-0.2830,1.283
203.529103,0.0125,-1.2593,-0.3339,1.303
203.538102,0.0499,-1.3014,-0.3931,1.360
203.547693,0.0784,-1.3246,-0.4726,1.409
203.559707,0.1200,-1.3749,-0.4455,1.450
203.569242,0.1210,-1.4009,-0.4556,1.478
203.578708,0.0870,-1.4004,-0.4314,1.468
203.589364,0.0372,-1.3996,-0.3847,1.452
203.600069,0.0008,-1.4031,-0.3348,1.442
203.614917,-0.0420,-1.4179,-0.2985,1.450
203.621157,-0.0675,-1.4110,-0.1514,1.421
203.627678,-0.1184,-1.3870,-0.1353,1.399
203.638864,-0.1895,-1.3911,-0.0686,1.406
203.647518,-0.2390,-1.3734,0.0561,1.395
203.660229,-0.2753,-1.3689,0.1162,1.401
203.667393,-0.3363,-1.3922,0.2697,1.457
203.678478,-0.3939,-1.4262,0.3296,1.516
203.687109,-0.3995,-1.4593,0.3557,1.554
203.698843,-0.4690,-1.4911,0.2901,1.590
203.707150,-0.5183,-1.4980,0.2574,1.606
203.718942,-0.5731,-1.4778,0.1329,1.591
203.727747,-0.6359,-1.4562,0.1152,1.593
203.737044,-0.6919,-1.4068,0.1469,1.575
203.747792,-0.7140,-1.2980,0.1438,1.488
203.805517,-0.7913,-1.1218,0.2667,1.398
203.806719,-0.7847,-1.1125,0.2642,1.387
203.807041,-0.7730,-1.1030,0.2607,1.372
203.807292,-0.7561,-1.0937,0.2565,1.354
203.807730,-0.7333,-1.0845,0.2512,1.333
203.808056,-0.6367,-1.0512,0.1327,1.236
203.818473,-0.5935,-1.0268,0.1524,1.196
203.828377,-0.5323,-1.0182,0.1499,1.159
203.838778,-0.4483,-1.0034,0.1636,1.111
203.849032,-0.3788,-0.9826,0.1746,1.067
203.858523,-0.2721,-0.9420,0.1375,0.990
203.867945,-0.2197,-0.9275,0.1413,0.964
203.886197,-0.1410,-0.9632,0.1046,0.979
203.887544,-0.1063,-0.9441,0.0132,0.950
203.899618,-0.0418,-0.9755,-0.0228,0.977
203.912249,0.0138,-1.0140,-0.0966,1.019
203.919092,0.0456,-1.0021,-0.1796,1.019
203.928675,0.1177,-0.9970,-0.2310,1.030
203.939004,0.1882,-0.9575,-0.2747,1.014
203.949879,0.2099,-0.9078,-0.2510,0.965
203.957743,0.2135,-0.9249,-0.2076,0.972
203.968739,0.2514,-0.8868,-0.1613,0.936
203.986184,0.2902,-0.9066,-0.1672,0.966
203.987384,0.3099,-0.8887,-0.1580,0.954
204.000905,0.3066,-0.9045,-0.1149,0.962
204.008516,0.3088,-0.9131,-0.2126,0.987
204.018016,0.2881,-0.8996,-0.2189,0.970
204.027856,0.2818,-0.8827,-0.2200,0.952
204.037741,0.2694,-0.8649,-0.1418,0.917
204.048971,0.2415,-0.8270,-0.0513,0.863
204.058746,0.2056,-0.7477,0.0588,0.778
204.068758,0.1860,-0.7207,0.0901,0.750
204.086464,0.1712,-0.6986,0.0859,0.724
204.087665,0.1244,-0.6914,0.1179,0.712
204.101156,0.0770,-0.7131,0.0136,0.717
204.108499,0.0780,-0.7131,0.0625,0.720
204.175633,0.0435,-0.6962,0.1522,0.714
204.176789,0.0226,-0.6761,0.1531,0.694
204.177078,0.0032,-0.6549,0.1538,0.673
204.177394,-0.0139,-0.6328,0.1542,0.651
204.177685,-0.0283,-0.6103,0.1543,0.630
204.177953,-0.0387,-0.5878,0.1539,0.609
204.178293,-0.0883,-0.4530,0.3710,0.592
204.189878,-0.0721,-0.4407,0.2453,0.510
204.197887,-0.0708,-0.4094,0.2939,0.509
204.208483,-0.0632,-0.3780,0.2534,0.459
204.217552,-0.0530,-0.3558,0.2506,0.438
204.227937,-0.0555,-0.3384,0.2353,0.416
204.238192,-0.0710,-0.3202,0.1885,0.378
204.247678,-0.0448,-0.2703,0.3088,0.413
204.258084,0.0278,-0.2320,0.2589,0.349
204.268121,0.0867,-0.1504,0.3164,0.361
204.287222,0.1404,-0.1128,0.3117,0.360
204.288310,0.1835,-0.0706,0.3285,0.383
204.301898,0.2636,-0.0722,0.3118,0.415
204.309169,0.3132,-0.0743,0.2163,0.388
204.320086,0.3908,-0.0859,0.1042,0.413
204.328447,0.4335,-0.0688,0.0355,0.440
204.338102,0.5150,-0.0414,-0.0065,0.517
204.348949,0.5816,-0.0180,-0.0242,0.582
204.357098,0.6163,0.0563,-0.0272,0.619
204.368224,0.6467,0.1235,-0.0152,0.659
204.386797,0.6607,0.1471,-0.0172,0.677
204.387765,0.7043,0.1918,-0.0210,0.730
204.399913,0.7146,0.2236,-0.0579,0.751
204.408211,0.7141,0.2401,-0.0727,0.757
204.418348,0.6688,0.2135,-0.0536,0.704
204.426068,0.6596,0.2342,-0.0531,0.702
204.437608,0.6364,0.2120,-0.1192,0.681
204.447359,0.5682,0.2094,-0.0627,0.609
204.457085,0.5051,0.2787,-0.0082,0.577
204.467290,0.4777,0.3098,0.0109,0.569
204.477203,0.4028,0.3695,0.0709,0.551
204.541296,0.3720,0.3999,0.2509,0.601
204.542944,0.3429,0.4200,0.2539,0.599
204.543312,0.3141,0.4397,0.2570,0.598
204.543639,0.2860,0.4596,0.2602,0.601
204.543891,0.2589,0.4794,0.2634,0.605
204.544162,0.2338,0.4995,0.2665,0.612
204.549382,0.1870,0.4750,0.4058,0.652
204.558009,0.2010,0.5321,0.4252,0.710
204.567518,0.1840,0.5252,0.5114,0.756
204.578924,0.1843,0.5286,0.5087,0.756
204.588412,0.1972,0.5804,0.5249,0.807
204.600749,0.1969,0.6287,0.4018,0.772
204.608686,0.1954,0.6693,0.4099,0.809
204.618115,0.2112,0.6318,0.1999,0.696
204.626291,0.1989,0.6369,0.1691,0.688
204.637297,0.2065,0.6622,0.0541,0.696
204.648079,0.2175,0.6764,0.0848,0.716
204.657996,0.2697,0.6949,0.1248,0.756
204.667630,0.3315,0.6871,0.1836,0.785
204.677670,0.3760,0.7153,0.3573,0.884
204.689464,0.3956,0.7248,0.4207,0.927
204.701814,0.4635,0.7155,0.3932,0.939
204.705944,0.5072,0.7422,0.4089,0.988
204.718174,0.5122,0.7356,0.2762,0.938
204.727556,0.5619,0.7959,0.1749,0.990
204.736763,0.5860,0.7983,0.0475,0.991
204.746342,0.5794,0.8173,-0.1371,1.011
204.757194,0.5893,0.8664,-0.1850,1.064
204.767403,0.5919,0.8790,-0.1823,1.075
204.776144,0.5742,0.9197,-0.1528,1.095
204.786342,0.5889,0.9597,-0.1230,1.133
204.798047,0.5853,0.9773,-0.1215,1.146
204.805903,0.5589,0.9848,0.0552,1.134
204.818028,0.5530,0.9988,0.1006,1.146
204.826525,0.4816,1.0147,0.1032,1.128
204.836673,0.4350,1.0207,0.0656,1.111
204.848196,0.3643,1.0167,0.0643,1.082
204.908693,0.2554,1.0890,-0.0349,1.119
204.909995,0.2307,1.1035,-0.0309,1.128
204.910308,0.2046,1.1176,-0.0266,1.136
204.910713,0.1771,1.1309,-0.0221,1.145
204.911028,0.1497,1.1442,-0.0175,1.154
204.911318,0.1226,1.1570,-0.0129,1.164
204.919410,-0.0542,1.2793,0.2621,1.307
204.927252,-0.1050,1.2669,0.3191,1.311
204.938278,-0.1751,1.2755,0.3159,1.326
204.948991,-0.2140,1.2649,0.3077,1.319
204.957674,-0.2647,1.2472,0.3063,1.311
204.967123,-0.2790,1.2581,0.3093,1.325
204.978118,-0.3013,1.2668,0.2639,1.329
204.990366,-0.3680,1.2800,0.2540,1.356
205.003833,-0.3832,1.2956,0.2147,1.368
205.006159,-0.4019,1.3300,0.2204,1.407
205.018975,-0.3904,1.3328,0.1872,1.401
205.027735,-0.3818,1.3491,0.1868,1.414
205.038900,-0.3482,1.3503,0.1954,1.408
205.048507,-0.2800,1.3700,0.1652,1.408
205.057715,-0.2492,1.3651,0.2230,1.405
205.066526,-0.1845,1.3550,0.1871,1.380
205.076327,-0.1598,1.3613,0.1843,1.383
205.089534,-0.1259,1.3604,0.1670,1.376
205.102404,-0.0781,1.3781,0.1709,1.391
205.106290,-0.0263,1.4022,0.1220,1.408
205.115956,0.0049,1.4069,0.1185,1.412
205.127276,0.0941,1.4201,0.0240,1.423
205.137604,0.1352,1.3989,0.0110,1.405
205.148198,0.1662,1.4010,0.0076,1.411
205.157057,0.2248,1.4333,-0.0795,1.453
205.168265,0.2489,1.4340,-0.0730,1.457
205.177461,0.2520,1.4314,-0.0999,1.457
205.187727,0.2963,1.4408,-0.1145,1.475
205.195609,0.3195,1.4568,-0.1193,1.496
205.205984,0.3402,1.4774,-0.1454,1.523
205.217589,0.3694,1.4663,-0.1233,1.517
205.271242,0.3881,1.4812,-0.1775,1.541
205.271922,0.3992,1.4788,-0.1788,1.542
205.272187,0.4071,1.4760,-0.1799,1.542
205.272500,0.4114,1.4725,-0.1806,1.540
205.272967,0.4119,1.4681,-0.1811,1.536
205.277663,0.3713,1.5064,-0.2388,1.570
205.289545,0.3564,1.5009,-0.2173,1.558
205.307696,0.3509,1.4828,-0.1861,1.535
205.322619,0.3311,1.4881,-0.1546,1.532
205.323387,0.3135,1.4541,-0.1086,1.491
205.328902,0.2919,1.4505,-0.0745,1.481
205.336600,0.2691,1.4342,-0.0379,1.460
205.346165,0.2238,1.4099,-0.0013,1.428
205.358417,0.2069,1.3945,0.0186,1.410
205.366690,0.1708,1.3494,0.0241,1.360
205.377141,0.1733,1.3395,0.0296,1.351
205.388776,0.1045,1.3190,-0.0154,1.323
205.396010,0.1062,1.3053,-0.0245,1.310
205.405470,0.0904,1.2745,0.0021,1.278
205.415649,0.0450,1.2740,-0.0074,1.275
205.425244,0.0085,1.2444,0.0164,1.245
205.436100,-0.0165,1.2047,0.0185,1.205
205.445162,-0.0371,1.1814,0.0514,1.183
205.455569,-0.0427,1.1480,0.0505,1.150
205.465293,-0.0364,1.1047,0.0397,1.106
205.475462,-0.0420,1.0445,0.0502,1.047
205.489712,-0.0528,1.0009,0.0341,1.003
205.495954,-0.0565,0.9911,0.0394,0.993
205.506616,-0.0556,0.9643,0.0445,0.967
205.516131,-0.0071,0.9426,0.0350,0.943
205.526669,0.0164,0.9159,0.0685,0.919
205.537027,0.0244,0.9131,0.0612,0.916
205.546196,0.0381,0.8911,0.0514,0.893
205.556788,0.0888,0.8471,0.0368,0.853
205.566818,0.1207,0.8103,0.0461,0.820
205.576846,0.1692,0.8021,0.0148,0.820
205.639199,0.2365,0.7865,0.0027,0.821
205.640473,0.2505,0.7686,0.0003,0.808
205.640759,0.2634,0.7506,-0.0019,0.795
205.641050,0.2754,0.7325,-0.0040,0.783
205.641308,0.2862,0.7143,-0.0059,0.770
205.641544,0.2954,0.6958,-0.0076,0.756
205.647093,0.3240,0.7271,-0.0570,0.798
205.656905,0.3408,0.7198,-0.0775,0.800
205.667202,0.3432,0.7003,-0.0785,0.784
205.676520,0.3673,0.7234,-0.0529,0.813
205.685957,0.3649,0.7223,-0.0295,0.810
205.696104,0.3659,0.6759,0.0067,0.769
205.706671,0.3574,0.6521,-0.0044,0.744
205.718714,0.3275,0.5909,-0.0032,0.676
205.725661,0.2983,0.5550,-0.0087,0.630
205.735647,0.2775,0.5279,-0.0353,0.597
205.746008,0.2600,0.4874,-0.0185,0.553
205.755217,0.2012,0.4340,-0.0397,0.480
205.765571,0.1757,0.4127,0.0033,0.449
205.775000,0.1417,0.3576,0.0489,0.388
205.785432,0.1230,0.3650,0.1043,0.399
205.796114,0.0645,0.3479,0.1600,0.388
205.804563,0.0339,0.3164,0.2303,0.393
205.815752,-0.0307,0.2941,0.2553,0.391
205.825217,-0.0864,0.2504,0.2661,0.376
205.835486,-0.0919,0.2232,0.2747,0.366
205.845785,-0.1455,0.2009,0.2499,0.352
205.855302,-0.1962,0.1907,0.2587,0.377
205.868135,-0.2248,0.1540,0.2316,0.358
205.875840,-0.2545,0.1631,0.2524,0.394
205.885967,-0.3012,0.1269,0.2706,0.424
205.895599,-0.3220,0.1382,0.3053,0.465
205.908213,-0.3237,0.1253,0.3422,0.487
205.920854,-0.3399,0.1001,0.4003,0.535
205.925909,-0.3344,0.0505,0.4080,0.530
205.935187,-0.3258,-0.0041,0.4128,0.526
205.945830,-0.3528,-0.0515,0.4244,0.554
206.006962,-0.3541,-0.1441,0.3453,0.515
206.008305,-0.3463,-0.1639,0.3449,0.516
206.008577,-0.3362,-0.1825,0.3442,0.515
206.008827,-0.3232,-0.1996,0.3429,0.512
206.009124,-0.3083,-0.2157,0.3415,0.508
206.009386,-0.2921,-0.2311,0.3398,0.504
206.018717,-0.2287,-0.2386,0.3612,0.490
206.026703,-0.2499,-0.2655,0.3896,0.534
206.036178,-0.2176,-0.3359,0.3941,0.562
206.045930,-0.1994,-0.3825,0.4105,0.595
206.055943,-0.1552,-0.4149,0.3385,0.557
206.068281,-0.1354,-0.4736,0.3265,0.591
206.076482,-0.1336,-0.5031,0.2979,0.600
206.085437,-0.1043,-0.5082,0.2671,0.584
206.095595,-0.0861,-0.5369,0.2462,0.597
206.109728,-0.0652,-0.5560,0.2016,0.595
206.122330,-0.0132,-0.5653,0.1479,0.584
206.124937,-0.0176,-0.6273,0.1186,0.639
206.134854,-0.0491,-0.6821,0.1066,0.692
206.145046,-0.0622,-0.7154,0.1263,0.729
206.155603,-0.1123,-0.7320,0.1297,0.752
206.166395,-0.1632,-0.7869,0.1791,0.823
206.175490,-0.2181,-0.7987,0.2124,0.855
206.193979,-0.2785,-0.8226,0.2056,0.892
206.195215,-0.3032,-0.8437,0.2112,0.921
206.206391,-0.4165,-0.8575,0.2939,0.998
206.218832,-0.4723,-0.8714,0.3196,1.041
206.224924,-0.5179,-0.9045,0.3601,1.103
206.234993,-0.5815,-0.9306,0.3651,1.157
206.246838,-0.6190,-0.9639,0.4134,1.218
206.256695,-0.6420,-0.9756,0.4163,1.240
206.265185,-0.6717,-1.0234,0.4098,1.291
206.275582,-0.7166,-1.0521,0.4821,1.361
206.293132,-0.7691,-1.0041,0.5088,1.363
206.294994,-0.7760,-1.0065,0.6022,1.406
206.308155,-0.7779,-1.0162,0.5468,1.392
206.317818,-0.8019,-1.0164,0.5170,1.394
206.376194,-0.8918,-1.0671,0.4221,1.453
206.376924,-0.9034,-1.0897,0.4271,1.479
206.377455,-0.9104,-1.1124,0.4312,1.501
206.377743,-0.9124,-1.1346,0.4345,1.519
206.378008,-0.9082,-1.1566,0.4365,1.534
206.378274,-0.8987,-1.1782,0.4376,1.545
206.395378,-0.8027,-1.1707,0.4592,1.492
206.396742,-0.7829,-1.1816,0.5373,1.516
206.408258,-0.7510,-1.1779,0.5331,1.495
206.416222,-0.6850,-1.2265,0.5759,1.518
206.425493,-0.6677,-1.2540,0.5296,1.516
206.436820,-0.6446,-1.2618,0.4852,1.498
206.444699,-0.6039,-1.2811,0.4810,1.496
206.454208,-0.4885,-1.2568,0.3401,1.391
206.464639,-0.3553,-1.2149,0.3017,1.301
206.474227,-0.2723,-1.1962,0.3444,1.274
206.492819,-0.1774,-1.2007,0.3702,1.269
206.494027,-0.0864,-1.2388,0.2597,1.269
206.504372,-0.0376,-1.2620,0.2571,1.288
206.514750,0.0376,-1.3095,0.2405,1.332
206.525423,0.0664,-1.3544,0.2554,1.380
206.535515,0.1778,-1.4349,0.1678,1.456
206.544895,0.2518,-1.4259,0.0279,1.448
206.555030,0.2994,-1.4640,-0.0207,1.494
206.565386,0.3398,-1.4912,-0.0666,1.531
206.574900,0.3697,-1.4912,-0.0497,1.537
206.594186,0.4323,-1.5097,-0.0685,1.572
206.595397,0.4724,-1.5376,-0.0245,1.609
206.608465,0.5415,-1.5754,-0.0565,1.667
206.616135,0.5679,-1.5966,-0.1023,1.698
206.625582,0.5973,-1.6606,-0.1119,1.768
206.635329,0.6007,-1.7053,-0.1497,1.814
206.645431,0.6113,-1.7356,-0.2614,1.859
206.654496,0.6592,-1.7754,-0.2600,1.912
206.664905,0.6474,-1.8443,-0.2390,1.969
206.674550,0.6460,-1.8552,-0.2369,1.979
206.735363,0.5306,-1.9566,-0.0646,2.028
206.736770,0.5216,-1.9663,-0.0621,2.035
206.737197,0.5089,-1.9750,-0.0594,2.040
206.737454,0.4936,-1.9830,-0.0567,2.044
206.737884,0.4762,-1.9897,-0.0539,2.047
206.738306,0.4577,-1.9955,-0.0512,2.048
206.744000,0.2854,-1.9933,0.1861,2.022
206.754245,0.2097,-1.9945,0.2795,2.025
206.764033,0.1741,-1.9816,0.2933,2.011
206.774314,0.1553,-1.9432,0.2347,1.963
206.784784,0.0839,-1.9203,0.1806,1.931
206.794318,0.0683,-1.9744,0.1973,1.985
206.810960,0.0541,-1.9078,0.1656,1.916
206.815128,0.0510,-1.9036,0.0210,1.904
206.825084,0.0669,-1.9394,0.0817,1.942
206.834385,0.0965,-1.9222,0.0534,1.925
206.845119,0.0737,-1.9377,-0.0139,1.939
206.854367,0.0643,-1.9308,0.1386,1.937
206.865612,0.0870,-1.9227,0.0800,1.926
206.874070,0.0893,-1.8698,0.1716,1.880
206.884958,0.0923,-1.8325,0.1695,1.843
206.894109,0.1254,-1.7956,0.1500,1.806
206.914369,0.1491,-1.7749,0.1663,1.789
206.915646,0.2297,-1.6980,0.0412,1.714
206.926539,0.2493,-1.6738,-0.0145,1.692
206.934924,0.3064,-1.7178,-0.0319,1.745
206.944760,0.4120,-1.6662,-0.0899,1.719
206.954331,0.4816,-1.6675,-0.1692,1.744
206.965287,0.5080,-1.6661,-0.1166,1.746
206.977719,0.5813,-1.6688,-0.1477,1.773
206.985431,0.6389,-1.6420,-0.0302,1.762
206.994293,0.6633,-1.6192,-0.0156,1.750
207.012696,0.6999,-1.5830,0.0159,1.731
207.014448,0.7295,-1.5486,0.0044,1.712
207.024656,0.7518,-1.5374,-0.0430,1.712
207.034024,0.7804,-1.5161,-0.1093,1.709
207.048249,0.7971,-1.5038,-0.2162,1.716
207.102346,0.8374,-1.4940,-0.2583,1.732
207.103655,0.8557,-1.4725,-0.2618,1.723
207.104267,0.8707,-1.4502,-0.2654,1.712
207.104573,0.8827,-1.4280,-0.2688,1.700
207.105080,0.8919,-1.4058,-0.2720,1.687
207.105568,0.9126,-1.4029,-0.1315,1.679
207.116138,0.9373,-1.3829,-0.1179,1.675
207.125169,0.9154,-1.3843,-0.0442,1.660
207.135202,0.9073,-1.3994,-0.0400,1.668
207.145193,0.9009,-1.3755,-0.0430,1.645
207.157141,0.8583,-1.3674,-0.0267,1.615
207.165109,0.8493,-1.3319,-0.0369,1.580
207.174442,0.8140,-1.2903,-0.0207,1.526
207.184406,0.7965,-1.2502,-0.0117,1.482
207.194121,0.8012,-1.1741,-0.0624,1.423
207.213108,0.7545,-1.1480,-0.0292,1.374
207.214272,0.6904,-1.1504,0.0137,1.342
207.226303,0.6899,-1.1004,-0.0318,1.299
207.234617,0.6700,-1.0717,-0.0341,1.264
207.245065,0.6163,-1.0265,0.0524,1.198
207.256125,0.6052,-1.0215,0.0575,1.189
207.265316,0.5411,-0.9875,0.1178,1.132
207.274111,0.5198,-0.9790,0.1543,1.119
207.284337,0.4771,-0.9539,0.2124,1.087
207.294686,0.4041,-0.8926,0.1916,0.998
207.317354,0.3962,-0.8267,0.1853,0.935
207.318529,0.3271,-0.7824,0.1887,0.869
207.327597,0.3162,-0.7192,0.1491,0.800
207.334754,0.3203,-0.6757,0.0976,0.754
207.345823,0.2698,-0.6542,0.1325,0.720
207.354282,0.2011,-0.5949,0.1377,0.643
207.363514,0.1802,-0.5607,0.1290,0.603
207.376085,0.1300,-0.5201,0.1638,0.561
207.383916,0.1244,-0.5112,0.1367,0.544
207.393362,0.0893,-0.4660,0.1864,0.510
207.404668,0.0701,-0.4253,0.1861,0.470
207.415747,0.0667,-0.3961,0.2913,0.496
207.469780,0.0574,-0.3208,0.3583,0.484
207.471434,0.0424,-0.2856,0.3583,0.460
207.471700,0.0285,-0.2528,0.3586,0.440
207.471928,0.0158,-0.2232,0.3589,0.423
207.472196,0.0043,-0.1964,0.3592,0.409
207.472455,0.0004,-0.0765,0.2160,0.229
207.483450,0.0067,-0.0494,0.1806,0.187
207.493086,-0.0038,-0.0502,0.1717,0.179
207.503410,-0.0002,0.0029,0.1675,0.168
207.513593,-0.0018,0.0286,0.1827,0.185
207.524547,0.0105,0.0608,0.2458,0.253
207.534125,0.0010,0.0874,0.3210,0.333
207.544167,-0.0046,0.1253,0.3268,0.350
207.554344,-0.0252,0.1262,0.3830,0.404
207.563665,-0.0324,0.1404,0.3700,0.397
207.575897,-0.0405,0.1274,0.3307,0.357
207.583860,-0.0476,0.1183,0.2820,0.309
207.593636,-0.0655,0.1304,0.2837,0.319
207.604289,-0.0568,0.1488,0.1923,0.250
207.616032,-0.0836,0.1881,0.1754,0.271
207.629499,-0.1313,0.2119,0.1827,0.309
207.633573,-0.1854,0.2371,0.2045,0.364
207.644059,-0.2217,0.2436,0.2266,0.400
207.654861,-0.2571,0.2673,0.2537,0.449
207.664260,-0.3193,0.2534,0.2856,0.498
207.673465,-0.3492,0.2551,0.2891,0.520
207.684383,-0.3755,0.2419,0.3263,0.553
207.693427,-0.4591,0.2844,0.3535,0.645
207.702868,-0.5155,0.2857,0.3379,0.679
207.713105,-0.5686,0.3275,0.3396,0.739
207.723659,-0.6512,0.3116,0.3871,0.819
207.732878,-0.7199,0.3913,0.3727,0.900
207.743023,-0.7524,0.4563,0.4758,1.000
207.759305,-0.8250,0.4682,0.5336,1.088
207.763510,-0.8941,0.4885,0.5675,1.166
207.772754,-0.9711,0.5076,0.5917,1.245
207.833023,-1.0247,0.4918,0.5608,1.267
207.834049,-1.0652,0.4922,0.5678,1.304
207.834511,-1.1029,0.4918,0.5744,1.337
207.834938,-1.1374,0.4910,0.5806,1.368
207.835176,-1.1687,0.4902,0.5864,1.396
207.835421,-1.1958,0.4894,0.5914,1.421
207.842733,-1.2363,0.5530,0.4953,1.442
207.853167,-1.2857,0.5659,0.5136,1.496
207.863930,-1.2888,0.5683,0.5146,1.500
207.873389,-1.2770,0.5772,0.5006,1.488
207.883280,-1.2881,0.5730,0.5028,1.497
207.893655,-1.2941,0.5514,0.4852,1.488
207.903306,-1.3003,0.5364,0.4648,1.481
207.914915,-1.2994,0.5332,0.4727,1.482
207.929282,-1.3009,0.5013,0.4873,1.477
207.934891,-1.2572,0.5534,0.4871,1.457
207.943865,-1.2241,0.5529,0.4268,1.409
207.952457,-1.2113,0.5877,0.4764,1.428
207.962364,-1.1903,0.5932,0.3678,1.380
